"Sygdom";"Sæson";"Uge";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal tests";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Bekræftede tilfælde pr. 100.000 borgere";"Antal tests pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"timestamp_2026-07-07T11:15:03.729"
INFLA;2017/2018;2017-U35;1081;Nordjylland;85+;Alle;13883;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1081;Nordjylland;85+;K;8883;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1081;Nordjylland;85+;M;5000;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1081;Nordjylland;Alle;Alle;590580;11;0;0;0;0,00;0,00;1,86;0,00;
INFLA;2017/2018;2017-U35;1081;Nordjylland;Alle;K;292616;1;0;0;0;0,00;0,00;0,34;0,00;
INFLA;2017/2018;2017-U35;1081;Nordjylland;Alle;M;297964;10;0;0;0;0,00;0,00;3,36;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;00-01;Alle;15287;1;0;0;0;0,00;0,00;6,54;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;00-01;K;7342;1;0;0;0;0,00;0,00;13,62;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;00-01;M;7945;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;02-06;Alle;40220;2;0;0;0;0,00;0,00;4,97;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;02-06;K;19564;1;0;0;0;0,00;0,00;5,11;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;02-06;M;20656;1;0;0;0;0,00;0,00;4,84;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;07-14;Alle;80565;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;07-14;K;39008;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;07-14;M;41557;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;15-44;Alle;275728;6;0;0;0;0,00;0,00;2,18;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;15-44;K;134921;3;0;0;0;0,00;0,00;2,22;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;15-44;M;140807;3;0;0;0;0,00;0,00;2,13;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;45-64;Alle;241322;6;0;0;0;0,00;0,00;2,49;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;45-64;K;120794;3;0;0;0;0,00;0,00;2,48;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;45-64;M;120528;3;0;0;0;0,00;0,00;2,49;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;65-74;Alle;110940;4;0;0;0;0,00;0,00;3,61;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;65-74;K;56988;1;0;0;0;0,00;0,00;1,75;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;65-74;M;53952;3;0;0;0;0,00;0,00;5,56;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;75-84;Alle;55599;2;0;0;0;0,00;0,00;3,60;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;75-84;K;30088;1;0;0;0;0,00;0,00;3,32;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;75-84;M;25511;1;0;0;0;0,00;0,00;3,92;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;85+;Alle;17989;1;0;0;0;0,00;0,00;5,56;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;85+;K;11738;1;0;0;0;0,00;0,00;8,52;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;85+;M;6251;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;Alle;Alle;837650;22;0;0;0;0,00;0,00;2,63;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;Alle;K;420443;11;0;0;0;0,00;0,00;2,62;0,00;
INFLA;2017/2018;2017-U35;1085;Sjælland;Alle;M;417207;11;0;0;0;0,00;0,00;2,64;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;00-01;Alle;24011;5;0;0;0;0,00;0,00;20,82;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;00-01;K;11714;1;0;0;0;0,00;0,00;8,54;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;00-01;M;12297;4;0;0;0;0,00;0,00;32,53;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;02-06;Alle;62401;2;0;0;0;0,00;0,00;3,21;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;02-06;K;30295;1;0;0;0;0,00;0,00;3,30;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;02-06;M;32106;1;0;0;0;0,00;0,00;3,11;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;07-14;Alle;116228;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;07-14;K;56910;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;07-14;M;59318;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;15-44;Alle;432808;10;0;0;0;0,00;0,00;2,31;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;15-44;K;210872;6;0;0;0;0,00;0,00;2,85;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;15-44;M;221936;4;0;0;0;0,00;0,00;1,80;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;45-64;Alle;336578;11;0;0;0;0,00;0,00;3,27;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;45-64;K;167517;5;0;0;0;0,00;0,00;2,98;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;45-64;M;169061;6;0;0;0;0,00;0,00;3,55;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;65-74;Alle;145162;7;0;0;0;0,00;0,00;4,82;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;65-74;K;73834;4;0;0;0;0,00;0,00;5,42;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;65-74;M;71328;3;0;0;0;0,00;0,00;4,21;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;75-84;Alle;79971;2;0;0;0;0,00;0,00;2,50;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;75-84;K;43474;1;0;0;0;0,00;0,00;2,30;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;75-84;M;36497;1;0;0;0;0,00;0,00;2,74;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;85+;Alle;28197;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;85+;K;18398;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;85+;M;9799;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;Alle;Alle;1225356;37;0;0;0;0,00;0,00;3,02;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;Alle;K;613014;18;0;0;0;0,00;0,00;2,94;0,00;
INFLA;2017/2018;2017-U35;1083;Syddanmark;Alle;M;612342;19;0;0;0;0,00;0,00;3,10;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;00-01;Alle;123880;32;0;0;0;0,00;0,00;25,83;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;00-01;K;60178;13;0;0;0;0,00;0,00;21,60;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;00-01;M;63702;18;0;0;0;0,00;0,00;28,26;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;02-06;Alle;302091;16;0;0;0;0,00;0,00;5,30;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;02-06;K;147175;11;0;0;0;0,00;0,00;7,47;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;02-06;M;154916;4;0;0;0;0,00;0,00;2,58;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;07-14;Alle;540176;10;0;0;0;0,00;0,00;1,85;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;07-14;K;263064;4;0;0;0;0,00;0,00;1,52;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;07-14;M;277112;6;0;0;0;0,00;0,00;2,17;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;15-44;Alle;2177322;51;0;0;0;0,00;0,00;2,34;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;15-44;K;1072811;28;0;0;0;0,00;0,00;2,61;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;15-44;M;1104511;22;0;0;0;0,00;0,00;1,99;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;45-64;Alle;1528188;61;0;0;0;0,00;0,00;3,99;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;45-64;K;763061;37;0;0;0;0,00;0,00;4,85;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;45-64;M;765127;23;0;0;0;0,00;0,00;3,01;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;65-74;Alle;650515;45;0;0;0;0,00;0,00;6,92;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;65-74;K;334815;16;0;0;0;0,00;0,00;4,78;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;65-74;M;315700;27;0;0;0;0,00;0,00;8,55;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;75-84;Alle;342597;23;0;0;0;0,00;0,00;6,71;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;75-84;K;188476;11;0;0;0;0,00;0,00;5,84;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;75-84;M;154121;12;0;0;0;0,00;0,00;7,79;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;85+;Alle;121252;1;0;0;0;0,00;0,00;0,82;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;85+;K;80033;1;0;0;0;0,00;0,00;1,25;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;85+;M;41219;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;Alle;Alle;5786021;239;0;0;0;0,00;0,00;4,13;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;Alle;K;2909613;121;0;0;0;0,00;0,00;4,16;0,00;
INFLA;2017/2018;2017-U36;9999;Alle;Alle;M;2876408;112;0;0;0;0,00;0,00;3,89;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;00-01;Alle;43964;19;0;0;0;0,00;0,00;43,22;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;00-01;K;21433;5;0;0;0;0,00;0,00;23,33;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;00-01;M;22531;14;0;0;0;0,00;0,00;62,14;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;02-06;Alle;100045;11;0;0;0;0,00;0,00;11,00;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;02-06;K;48699;9;0;0;0;0,00;0,00;18,48;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;02-06;M;51346;2;0;0;0;0,00;0,00;3,90;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;07-14;Alle;162876;3;0;0;0;0,00;0,00;1,84;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;07-14;K;79079;1;0;0;0;0,00;0,00;1,26;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;07-14;M;83797;2;0;0;0;0,00;0,00;2,39;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;15-44;Alle;754060;37;0;0;0;0,00;0,00;4,91;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;15-44;K;379844;20;0;0;0;0,00;0,00;5,27;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;15-44;M;374216;17;0;0;0;0,00;0,00;4,54;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;45-64;Alle;449323;32;0;0;0;0,00;0,00;7,12;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;45-64;K;225497;21;0;0;0;0,00;0,00;9,31;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;45-64;M;223826;11;0;0;0;0,00;0,00;4,91;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;65-74;Alle;178695;13;0;0;0;0,00;0,00;7,27;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;65-74;K;94784;6;0;0;0;0,00;0,00;6,33;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;65-74;M;83911;7;0;0;0;0,00;0,00;8,34;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;75-84;Alle;93875;13;0;0;0;0,00;0,00;13,85;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;75-84;K;53460;6;0;0;0;0,00;0,00;11,22;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;75-84;M;40415;7;0;0;0;0,00;0,00;17,32;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;85+;Alle;34543;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;85+;K;23683;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;85+;M;10860;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;Alle;Alle;1817381;128;0;0;0;0,00;0,00;7,04;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;Alle;K;926479;68;0;0;0;0,00;0,00;7,34;0,00;
INFLA;2017/2018;2017-U36;1084;Hovedstaden;Alle;M;890902;60;0;0;0;0,00;0,00;6,73;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;00-01;Alle;28743;4;0;0;0;0,00;0,00;13,92;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;00-01;K;13913;2;0;0;0;0,00;0,00;14,38;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;00-01;M;14830;2;0;0;0;0,00;0,00;13,49;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;02-06;Alle;70567;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;02-06;K;34576;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;02-06;M;35991;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;07-14;Alle;126917;3;0;0;0;0,00;0,00;2,36;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;07-14;K;61978;2;0;0;0;0,00;0,00;3,23;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;07-14;M;64939;1;0;0;0;0,00;0,00;1,54;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;15-44;Alle;501907;2;0;0;0;0,00;0,00;0,40;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;15-44;K;245450;1;0;0;0;0,00;0,00;0,41;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;15-44;M;256457;1;0;0;0;0,00;0,00;0,39;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;45-64;Alle;341827;4;0;0;0;0,00;0,00;1,17;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;45-64;K;170165;3;0;0;0;0,00;0,00;1,76;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;45-64;M;171662;1;0;0;0;0,00;0,00;0,58;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;65-74;Alle;144122;12;0;0;0;0,00;0,00;8,33;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;65-74;K;73127;4;0;0;0;0,00;0,00;5,47;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;65-74;M;70995;8;0;0;0;0,00;0,00;11,27;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;75-84;Alle;74302;4;0;0;0;0,00;0,00;5,38;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;75-84;K;40376;2;0;0;0;0,00;0,00;4,95;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;75-84;M;33926;2;0;0;0;0,00;0,00;5,90;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;85+;Alle;26433;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;85+;K;17192;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;85+;M;9241;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;Alle;Alle;1314818;29;0;0;0;0,00;0,00;2,21;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;Alle;K;656777;14;0;0;0;0,00;0,00;2,13;0,00;
INFLA;2017/2018;2017-U36;1082;Midtjylland;Alle;M;658041;15;0;0;0;0,00;0,00;2,28;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;00-01;Alle;11798;1;0;0;0;0,00;0,00;8,48;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;00-01;K;5725;1;0;0;0;0,00;0,00;17,47;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;00-01;M;6073;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;02-06;Alle;28897;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;02-06;K;14093;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;02-06;M;14804;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;07-14;Alle;53594;1;0;0;0;0,00;0,00;1,87;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;07-14;K;26029;1;0;0;0;0,00;0,00;3,84;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;07-14;M;27565;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;15-44;Alle;213037;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;15-44;K;101778;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;15-44;M;111259;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;45-64;Alle;159299;2;0;0;0;0,00;0,00;1,26;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;45-64;K;79207;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;45-64;M;80092;2;0;0;0;0,00;0,00;2,50;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;65-74;Alle;71631;1;0;0;0;0,00;0,00;1,40;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;65-74;K;36051;1;0;0;0;0,00;0,00;2,77;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;65-74;M;35580;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;75-84;Alle;38310;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;75-84;K;20820;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;75-84;M;17490;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;85+;Alle;13947;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;85+;K;8919;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;85+;M;5028;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;Alle;Alle;590513;5;0;0;0;0,00;0,00;0,85;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;Alle;K;292622;3;0;0;0;0,00;0,00;1,03;0,00;
INFLA;2017/2018;2017-U36;1081;Nordjylland;Alle;M;297891;2;0;0;0;0,00;0,00;0,67;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;00-01;Alle;15287;5;0;0;0;0,00;0,00;32,71;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;00-01;K;7352;4;0;0;0;0,00;0,00;54,41;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;00-01;M;7935;1;0;0;0;0,00;0,00;12,60;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;02-06;Alle;40238;2;0;0;0;0,00;0,00;4,97;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;02-06;K;19559;1;0;0;0;0,00;0,00;5,11;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;02-06;M;20679;1;0;0;0;0,00;0,00;4,84;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;07-14;Alle;80580;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;07-14;K;39058;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;07-14;M;41522;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;15-44;Alle;275919;4;0;0;0;0,00;0,00;1,45;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;15-44;K;134994;2;0;0;0;0,00;0,00;1,48;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;15-44;M;140925;2;0;0;0;0,00;0,00;1,42;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;45-64;Alle;241304;1;0;0;0;0,00;0,00;0,41;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;45-64;K;120760;1;0;0;0;0,00;0,00;0,83;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;45-64;M;120544;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;65-74;Alle;110935;10;0;0;0;0,00;0,00;9,01;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;65-74;K;57031;3;0;0;0;0,00;0,00;5,26;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;65-74;M;53904;7;0;0;0;0,00;0,00;12,99;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;75-84;Alle;55839;3;0;0;0;0,00;0,00;5,37;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;75-84;K;30194;2;0;0;0;0,00;0,00;6,62;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;75-84;M;25645;1;0;0;0;0,00;0,00;3,90;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;85+;Alle;18057;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;85+;K;11801;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;85+;M;6256;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;Alle;Alle;838159;25;0;0;0;0,00;0,00;2,98;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;Alle;K;420749;13;0;0;0;0,00;0,00;3,09;0,00;
INFLA;2017/2018;2017-U36;1085;Sjælland;Alle;M;417410;12;0;0;0;0,00;0,00;2,87;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;00-01;Alle;24088;2;0;0;0;0,00;0,00;8,30;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;00-01;K;11755;1;0;0;0;0,00;0,00;8,51;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;00-01;M;12333;1;0;0;0;0,00;0,00;8,11;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;02-06;Alle;62344;2;0;0;0;0,00;0,00;3,21;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;02-06;K;30248;1;0;0;0;0,00;0,00;3,31;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;02-06;M;32096;1;0;0;0;0,00;0,00;3,12;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;07-14;Alle;116209;3;0;0;0;0,00;0,00;2,58;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;07-14;K;56920;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;07-14;M;59289;3;0;0;0;0,00;0,00;5,06;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;15-44;Alle;432399;7;0;0;0;0,00;0,00;1,62;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;15-44;K;210745;5;0;0;0;0,00;0,00;2,37;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;15-44;M;221654;2;0;0;0;0,00;0,00;0,90;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;45-64;Alle;336435;21;0;0;0;0,00;0,00;6,24;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;45-64;K;167432;12;0;0;0;0,00;0,00;7,17;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;45-64;M;169003;9;0;0;0;0,00;0,00;5,33;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;65-74;Alle;145132;7;0;0;0;0,00;0,00;4,82;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;65-74;K;73822;2;0;0;0;0,00;0,00;2,71;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;65-74;M;71310;5;0;0;0;0,00;0,00;7,01;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;75-84;Alle;80271;3;0;0;0;0,00;0,00;3,74;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;75-84;K;43626;1;0;0;0;0,00;0,00;2,29;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;75-84;M;36645;2;0;0;0;0,00;0,00;5,46;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;85+;Alle;28272;1;0;0;0;0,00;0,00;3,54;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;85+;K;18438;1;0;0;0;0,00;0,00;5,42;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;85+;M;9834;0;0;0;0;0,00;0,00;0,00;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;Alle;Alle;1225150;46;0;0;0;0,00;0,00;3,75;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;Alle;K;612986;23;0;0;0;0,00;0,00;3,75;0,00;
INFLA;2017/2018;2017-U36;1083;Syddanmark;Alle;M;612164;23;0;0;0;0,00;0,00;3,76;0,00;
INFLA;2017/2018;2017-U37;9999;Alle;00-01;Alle;123880;31;0;0;0;0,00;0,00;25,02;0,00;
INFLA;2017/2018;2017-U37;9999;Alle;00-01;K;60178;14;0;0;0;0,00;0,00;23,26;0,00;
INFLA;2017/2018;2017-U37;9999;Alle;00-01;M;63702;16;0;0;0;0,00;0,00;25,12;0,00;
INFLA;2017/2018;2017-U37;9999;Alle;02-06;Alle;302091;15;0;0;0;0,00;0,00;4,97;0,00;
