"Sygdom";"Sæson";"Uge";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal tests";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Bekræftede tilfælde pr. 100.000 borgere";"Antal tests pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"timestamp_2026-07-07T11:15:03.729"
INFLA;2023/2024;2023-U47;9999;Alle;02-06;Alle;315047;327;25;4;0;0,08;7,94;103,79;1,27;
INFLA;2023/2024;2023-U47;9999;Alle;02-06;K;153370;150;17;2;0;0,11;11,08;97,80;1,30;
INFLA;2023/2024;2023-U47;9999;Alle;02-06;M;161677;177;8;2;0;0,05;4,95;109,48;1,24;
INFLA;2023/2024;2023-U47;9999;Alle;07-14;Alle;506051;398;12;2;0;0,03;2,37;78,65;0,40;
INFLA;2023/2024;2023-U47;9999;Alle;07-14;K;246407;210;9;0;0;0,04;3,65;85,22;0,00;
INFLA;2023/2024;2023-U47;9999;Alle;07-14;M;259644;187;3;2;0;0,02;1,16;72,02;0,77;
INFLA;2023/2024;2023-U47;9999;Alle;15-44;Alle;2223924;1632;49;5;0;0,03;2,20;73,38;0,22;
INFLA;2023/2024;2023-U47;9999;Alle;15-44;K;1095353;1031;32;4;0;0,03;2,92;94,12;0,37;
INFLA;2023/2024;2023-U47;9999;Alle;15-44;M;1128571;593;17;1;0;0,03;1,51;52,54;0,09;
INFLA;2023/2024;2023-U47;9999;Alle;45-64;Alle;1551203;1667;49;8;0;0,03;3,16;107,46;0,52;
INFLA;2023/2024;2023-U47;9999;Alle;45-64;K;777787;941;25;6;0;0,03;3,21;120,98;0,77;
INFLA;2023/2024;2023-U47;9999;Alle;45-64;M;773416;715;24;2;0;0,03;3,10;92,45;0,26;
INFLA;2023/2024;2023-U47;9999;Alle;65-74;Alle;622560;846;16;12;0;0,02;2,57;135,89;1,93;
INFLA;2023/2024;2023-U47;9999;Alle;65-74;K;321639;406;9;5;0;0,02;2,80;126,23;1,55;
INFLA;2023/2024;2023-U47;9999;Alle;65-74;M;300921;436;7;7;0;0,02;2,33;144,89;2,33;
INFLA;2023/2024;2023-U47;9999;Alle;75-84;Alle;466186;1112;11;6;2;0,01;2,36;238,53;1,29;
INFLA;2023/2024;2023-U47;9999;Alle;75-84;K;251794;520;4;2;1;0,01;1,59;206,52;0,79;
INFLA;2023/2024;2023-U47;9999;Alle;75-84;M;214392;591;7;4;1;0,01;3,27;275,66;1,87;
INFLA;2023/2024;2023-U47;9999;Alle;85+;Alle;139769;620;8;4;0;0,01;5,72;443,59;2,86;
INFLA;2023/2024;2023-U47;9999;Alle;85+;K;87951;333;5;4;0;0,02;5,68;378,62;4,55;
INFLA;2023/2024;2023-U47;9999;Alle;85+;M;51818;286;3;0;0;0,01;5,79;551,93;0,00;
INFLA;2023/2024;2023-U47;9999;Alle;Alle;Alle;5943003;7390;181;44;2;0,02;3,05;124,35;0,74;
INFLA;2023/2024;2023-U47;9999;Alle;Alle;K;2991698;3940;106;24;1;0,03;3,54;131,70;0,80;
INFLA;2023/2024;2023-U47;9999;Alle;Alle;M;2951305;3423;75;20;1;0,02;2,54;115,98;0,68;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;00-01;Alle;41207;425;5;1;0;0,01;12,13;1031,38;2,43;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;00-01;K;20028;181;3;1;0;0,02;14,98;903,73;4,99;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;00-01;M;21179;244;2;0;0;0,01;9,44;1152,08;0,00;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;02-06;Alle;104124;188;20;4;0;0,11;19,21;180,55;3,84;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;02-06;K;50773;92;14;2;0;0,15;27,57;181,20;3,94;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;02-06;M;53351;96;6;2;0;0,06;11,25;179,94;3,75;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;07-14;Alle;159576;208;7;0;0;0,03;4,39;130,35;0,00;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;07-14;K;77806;108;7;0;0;0,06;9,00;138,81;0,00;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;07-14;M;81770;100;0;0;0;0,00;0,00;122,29;0,00;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;15-44;Alle;789244;870;34;2;0;0,04;4,31;110,23;0,25;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;15-44;K;396837;556;23;1;0;0,04;5,80;140,11;0,25;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;15-44;M;392407;314;11;1;0;0,04;2,80;80,02;0,25;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;45-64;Alle;474136;700;29;4;0;0,04;6,12;147,64;0,84;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;45-64;K;238898;399;14;2;0;0,04;5,86;167,02;0,84;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;45-64;M;235238;301;15;2;0;0,05;6,38;127,96;0,85;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;65-74;Alle;165521;346;7;5;0;0,02;4,23;209,04;3,02;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;65-74;K;87596;186;5;3;0;0,03;5,71;212,34;3,42;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;65-74;M;77925;160;2;2;0;0,01;2,57;205,33;2,57;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;75-84;Alle;128658;524;2;1;1;0,00;1,55;407,28;0,78;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;75-84;K;71924;256;0;0;1;0,00;0,00;355,93;0,00;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;75-84;M;56734;268;2;1;0;0,01;3,53;472,38;1,76;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;85+;Alle;38590;291;5;1;0;0,02;12,96;754,08;2,59;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;85+;K;25240;172;2;1;0;0,01;7,92;681,46;3,96;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;85+;M;13350;119;3;0;0;0,03;22,47;891,39;0,00;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;Alle;Alle;1901056;3552;109;18;1;0,03;5,73;186,84;0,95;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;Alle;K;969102;1950;68;10;1;0,03;7,02;201,22;1,03;
INFLA;2023/2024;2023-U47;1084;Hovedstaden;Alle;M;931954;1602;41;8;0;0,03;4,40;171,90;0,86;
INFLA;2023/2024;2023-U47;1082;Midtjylland;00-01;Alle;28492;103;0;0;0;0,00;0,00;361,50;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;00-01;K;13883;48;0;0;0;0,00;0,00;345,75;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;00-01;M;14609;55;0;0;0;0,00;0,00;376,48;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;02-06;Alle;74646;35;0;0;0;0,00;0,00;46,89;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;02-06;K;36219;15;0;0;0;0,00;0,00;41,41;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;02-06;M;38427;20;0;0;0;0,00;0,00;52,05;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;07-14;Alle;118763;41;1;1;0;0,02;0,84;34,52;0,84;
INFLA;2023/2024;2023-U47;1082;Midtjylland;07-14;K;57853;21;0;0;0;0,00;0,00;36,30;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;07-14;M;60910;20;1;1;0;0,05;1,64;32,84;1,64;
INFLA;2023/2024;2023-U47;1082;Midtjylland;15-44;Alle;518443;192;3;1;0;0,02;0,58;37,03;0,19;
INFLA;2023/2024;2023-U47;1082;Midtjylland;15-44;K;255178;128;2;1;0;0,02;0,78;50,16;0,39;
INFLA;2023/2024;2023-U47;1082;Midtjylland;15-44;M;263265;64;1;0;0;0,02;0,38;24,31;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;45-64;Alle;346021;230;1;1;0;0,00;0,29;66,47;0,29;
INFLA;2023/2024;2023-U47;1082;Midtjylland;45-64;K;173241;126;1;1;0;0,01;0,58;72,73;0,58;
INFLA;2023/2024;2023-U47;1082;Midtjylland;45-64;M;172780;104;0;0;0;0,00;0,00;60,19;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;65-74;Alle;143001;137;5;4;0;0,04;3,50;95,80;2,80;
INFLA;2023/2024;2023-U47;1082;Midtjylland;65-74;K;73071;54;2;1;0;0,04;2,74;73,90;1,37;
INFLA;2023/2024;2023-U47;1082;Midtjylland;65-74;M;69930;83;3;3;0;0,04;4,29;118,69;4,29;
INFLA;2023/2024;2023-U47;1082;Midtjylland;75-84;Alle;101858;151;3;1;0;0,02;2,95;148,25;0,98;
INFLA;2023/2024;2023-U47;1082;Midtjylland;75-84;K;54133;66;2;1;0;0,03;3,69;121,92;1,85;
INFLA;2023/2024;2023-U47;1082;Midtjylland;75-84;M;47725;85;1;0;0;0,01;2,10;178,10;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;85+;Alle;30996;73;1;1;0;0,01;3,23;235,51;3,23;
INFLA;2023/2024;2023-U47;1082;Midtjylland;85+;K;19219;34;1;1;0;0,03;5,20;176,91;5,20;
INFLA;2023/2024;2023-U47;1082;Midtjylland;85+;M;11777;39;0;0;0;0,00;0,00;331,15;0,00;
INFLA;2023/2024;2023-U47;1082;Midtjylland;Alle;Alle;1362220;962;14;9;0;0,01;1,03;70,62;0,66;
INFLA;2023/2024;2023-U47;1082;Midtjylland;Alle;K;682797;492;8;5;0;0,02;1,17;72,06;0,73;
INFLA;2023/2024;2023-U47;1082;Midtjylland;Alle;M;679423;470;6;4;0;0,01;0,88;69,18;0,59;
INFLA;2023/2024;2023-U47;1081;Nordjylland;00-01;Alle;11126;75;0;0;0;0,00;0,00;674,10;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;00-01;K;5350;32;0;0;0;0,00;0,00;598,13;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;00-01;M;5776;43;0;0;0;0,00;0,00;744,46;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;02-06;Alle;30061;24;1;0;0;0,04;3,33;79,84;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;02-06;K;14625;9;0;0;0;0,00;0,00;61,54;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;02-06;M;15436;15;1;0;0;0,07;6,48;97,18;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;07-14;Alle;48881;11;0;0;0;0,00;0,00;22,50;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;07-14;K;23763;5;0;0;0;0,00;0,00;21,04;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;07-14;M;25118;6;0;0;0;0,00;0,00;23,89;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;15-44;Alle;212177;74;4;1;0;0,05;1,89;34,88;0,47;
INFLA;2023/2024;2023-U47;1081;Nordjylland;15-44;K;101514;42;4;1;0;0,10;3,94;41,37;0,99;
INFLA;2023/2024;2023-U47;1081;Nordjylland;15-44;M;110663;32;0;0;0;0,00;0,00;28,92;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;45-64;Alle;154824;99;3;0;0;0,03;1,94;63,94;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;45-64;K;77006;60;2;0;0;0,03;2,60;77,92;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;45-64;M;77818;39;1;0;0;0,03;1,29;50,12;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;65-74;Alle;69408;69;0;0;0;0,00;0,00;99,41;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;65-74;K;35292;25;0;0;0;0,00;0,00;70,84;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;65-74;M;34116;44;0;0;0;0,00;0,00;128,97;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;75-84;Alle;51043;88;1;1;0;0,01;1,96;172,40;1,96;
INFLA;2023/2024;2023-U47;1081;Nordjylland;75-84;K;26988;35;0;0;0;0,00;0,00;129,69;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;75-84;M;24055;53;1;1;0;0,02;4,16;220,33;4,16;
INFLA;2023/2024;2023-U47;1081;Nordjylland;85+;Alle;15696;66;0;0;0;0,00;0,00;420,49;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;85+;K;9556;31;0;0;0;0,00;0,00;324,40;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;85+;M;6140;35;0;0;0;0,00;0,00;570,03;0,00;
INFLA;2023/2024;2023-U47;1081;Nordjylland;Alle;Alle;593216;506;9;2;0;0,02;1,52;85,30;0,34;
INFLA;2023/2024;2023-U47;1081;Nordjylland;Alle;K;294094;239;6;1;0;0,03;2,04;81,27;0,34;
INFLA;2023/2024;2023-U47;1081;Nordjylland;Alle;M;299122;267;3;1;0;0,01;1,00;89,26;0,33;
INFLA;2023/2024;2023-U47;1085;Sjælland;00-01;Alle;14601;128;5;2;0;0,04;34,24;876,65;13,70;
INFLA;2023/2024;2023-U47;1085;Sjælland;00-01;K;7083;67;2;0;0;0,03;28,24;945,93;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;00-01;M;7518;61;3;2;0;0,05;39,90;811,39;26,60;
INFLA;2023/2024;2023-U47;1085;Sjælland;02-06;Alle;42672;46;4;0;0;0,09;9,37;107,80;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;02-06;K;20753;21;3;0;0;0,14;14,46;101,19;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;02-06;M;21919;25;1;0;0;0,04;4,56;114,06;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;07-14;Alle;72227;70;2;1;0;0,03;2,77;96,92;1,38;
INFLA;2023/2024;2023-U47;1085;Sjælland;07-14;K;35049;34;1;0;0;0,03;2,85;97,01;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;07-14;M;37178;36;1;1;0;0,03;2,69;96,83;2,69;
INFLA;2023/2024;2023-U47;1085;Sjælland;15-44;Alle;274296;256;6;0;0;0,02;2,19;93,33;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;15-44;K;133218;167;2;0;0;0,01;1,50;125,36;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;15-44;M;141078;89;4;0;0;0,04;2,84;63,09;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;45-64;Alle;243210;361;7;2;0;0,02;2,88;148,43;0,82;
INFLA;2023/2024;2023-U47;1085;Sjælland;45-64;K;122080;210;3;2;0;0,01;2,46;172,02;1,64;
INFLA;2023/2024;2023-U47;1085;Sjælland;45-64;M;121130;151;4;0;0;0,03;3,30;124,66;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;65-74;Alle;102393;165;4;3;0;0,02;3,91;161,14;2,93;
INFLA;2023/2024;2023-U47;1085;Sjælland;65-74;K;52981;77;2;1;0;0,03;3,77;145,34;1,89;
INFLA;2023/2024;2023-U47;1085;Sjælland;65-74;M;49412;88;2;2;0;0,02;4,05;178,09;4,05;
INFLA;2023/2024;2023-U47;1085;Sjælland;75-84;Alle;78862;202;5;3;1;0,02;6,34;256,14;3,80;
INFLA;2023/2024;2023-U47;1085;Sjælland;75-84;K;42286;91;2;1;0;0,02;4,73;215,20;2,36;
INFLA;2023/2024;2023-U47;1085;Sjælland;75-84;M;36576;111;3;2;1;0,03;8,20;303,48;5,47;
INFLA;2023/2024;2023-U47;1085;Sjælland;85+;Alle;21576;104;1;1;0;0,01;4,63;482,02;4,63;
INFLA;2023/2024;2023-U47;1085;Sjælland;85+;K;13398;57;1;1;0;0,02;7,46;425,44;7,46;
INFLA;2023/2024;2023-U47;1085;Sjælland;85+;M;8178;47;0;0;0;0,00;0,00;574,71;0,00;
INFLA;2023/2024;2023-U47;1085;Sjælland;Alle;Alle;849837;1332;34;12;1;0,03;4,00;156,74;1,41;
INFLA;2023/2024;2023-U47;1085;Sjælland;Alle;K;426848;724;16;5;0;0,02;3,75;169,62;1,17;
INFLA;2023/2024;2023-U47;1085;Sjælland;Alle;M;422989;608;18;7;1;0,03;4,26;143,74;1,65;
INFLA;2023/2024;2023-U47;1083;Syddanmark;00-01;Alle;22837;56;1;0;0;0,02;4,38;245,22;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;00-01;K;11053;21;0;0;0;0,00;0,00;189,99;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;00-01;M;11784;35;1;0;0;0,03;8,49;297,01;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;02-06;Alle;63544;34;0;0;0;0,00;0,00;53,51;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;02-06;K;31000;13;0;0;0;0,00;0,00;41,94;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;02-06;M;32544;21;0;0;0;0,00;0,00;64,53;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;07-14;Alle;106604;66;2;0;0;0,03;1,88;61,91;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;07-14;K;51936;42;1;0;0;0,02;1,93;80,87;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;07-14;M;54668;24;1;0;0;0,04;1,83;43,90;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;15-44;Alle;429764;231;2;1;0;0,01;0,47;53,75;0,23;
INFLA;2023/2024;2023-U47;1083;Syddanmark;15-44;K;208606;138;1;1;0;0,01;0,48;66,15;0,48;
INFLA;2023/2024;2023-U47;1083;Syddanmark;15-44;M;221158;93;1;0;0;0,01;0,45;42,05;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;45-64;Alle;333012;265;8;1;0;0,03;2,40;79,58;0,30;
INFLA;2023/2024;2023-U47;1083;Syddanmark;45-64;K;166562;146;5;1;0;0,03;3,00;87,66;0,60;
INFLA;2023/2024;2023-U47;1083;Syddanmark;45-64;M;166450;119;3;0;0;0,03;1,80;71,49;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;65-74;Alle;142237;125;0;0;0;0,00;0,00;87,88;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;65-74;K;72699;64;0;0;0;0,00;0,00;88,03;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;65-74;M;69538;61;0;0;0;0,00;0,00;87,72;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;75-84;Alle;105765;145;0;0;0;0,00;0,00;137,10;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;75-84;K;56463;72;0;0;0;0,00;0,00;127,52;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;75-84;M;49302;73;0;0;0;0,00;0,00;148,07;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;85+;Alle;32911;85;1;1;0;0,01;3,04;258,27;3,04;
INFLA;2023/2024;2023-U47;1083;Syddanmark;85+;K;20538;39;1;1;0;0,03;4,87;189,89;4,87;
INFLA;2023/2024;2023-U47;1083;Syddanmark;85+;M;12373;46;0;0;0;0,00;0,00;371,78;0,00;
INFLA;2023/2024;2023-U47;1083;Syddanmark;Alle;Alle;1236674;1007;14;3;0;0,01;1,13;81,43;0,24;
INFLA;2023/2024;2023-U47;1083;Syddanmark;Alle;K;618857;535;8;3;0;0,01;1,29;86,45;0,48;
INFLA;2023/2024;2023-U47;1083;Syddanmark;Alle;M;617817;472;6;0;0;0,01;0,97;76,40;0,00;
INFLA;2023/2024;2023-U48;9999;Alle;00-01;Alle;118263;953;16;4;0;0,02;13,53;805,83;3,38;
INFLA;2023/2024;2023-U48;9999;Alle;00-01;K;57397;458;8;1;0;0,02;13,94;797,95;1,74;
INFLA;2023/2024;2023-U48;9999;Alle;00-01;M;60866;493;8;3;0;0,02;13,14;809,98;4,93;
INFLA;2023/2024;2023-U48;9999;Alle;02-06;Alle;315047;358;35;2;0;0,10;11,11;113,63;0,63;
INFLA;2023/2024;2023-U48;9999;Alle;02-06;K;153370;170;18;1;0;0,11;11,74;110,84;0,65;
INFLA;2023/2024;2023-U48;9999;Alle;02-06;M;161677;188;17;1;0;0,09;10,51;116,28;0,62;
INFLA;2023/2024;2023-U48;9999;Alle;07-14;Alle;506051;423;19;1;0;0,04;3,75;83,59;0,20;
INFLA;2023/2024;2023-U48;9999;Alle;07-14;K;246407;196;14;1;0;0,07;5,68;79,54;0,41;
INFLA;2023/2024;2023-U48;9999;Alle;07-14;M;259644;227;5;0;0;0,02;1,93;87,43;0,00;
INFLA;2023/2024;2023-U48;9999;Alle;15-44;Alle;2223924;1785;75;5;0;0,04;3,37;80,26;0,22;
INFLA;2023/2024;2023-U48;9999;Alle;15-44;K;1095353;1101;49;2;0;0,04;4,47;100,52;0,18;
INFLA;2023/2024;2023-U48;9999;Alle;15-44;M;1128571;673;26;3;0;0,04;2,30;59,63;0,27;
INFLA;2023/2024;2023-U48;9999;Alle;45-64;Alle;1551203;1809;83;18;0;0,05;5,35;116,62;1,16;
INFLA;2023/2024;2023-U48;9999;Alle;45-64;K;777787;1042;46;7;0;0,04;5,91;133,97;0,90;
INFLA;2023/2024;2023-U48;9999;Alle;45-64;M;773416;745;37;11;0;0,05;4,78;96,33;1,42;
INFLA;2023/2024;2023-U48;9999;Alle;65-74;Alle;622560;964;29;17;0;0,03;4,66;154,84;2,73;
INFLA;2023/2024;2023-U48;9999;Alle;65-74;K;321639;480;13;6;0;0,03;4,04;149,24;1,87;
INFLA;2023/2024;2023-U48;9999;Alle;65-74;M;300921;482;16;11;0;0,03;5,32;160,17;3,66;
INFLA;2023/2024;2023-U48;9999;Alle;75-84;Alle;466186;1180;30;20;1;0,03;6,44;253,12;4,29;
INFLA;2023/2024;2023-U48;9999;Alle;75-84;K;251794;590;20;12;0;0,03;7,94;234,32;4,77;
INFLA;2023/2024;2023-U48;9999;Alle;75-84;M;214392;590;10;8;1;0,02;4,66;275,20;3,73;
INFLA;2023/2024;2023-U48;9999;Alle;85+;Alle;139769;588;12;9;3;0,02;8,59;420,69;6,44;
INFLA;2023/2024;2023-U48;9999;Alle;85+;K;87951;336;7;6;2;0,02;7,96;382,03;6,82;
INFLA;2023/2024;2023-U48;9999;Alle;85+;M;51818;252;5;3;1;0,02;9,65;486,32;5,79;
INFLA;2023/2024;2023-U48;9999;Alle;Alle;Alle;5943003;8060;299;76;4;0,04;5,03;135,62;1,28;
INFLA;2023/2024;2023-U48;9999;Alle;Alle;K;2991698;4373;175;36;2;0,04;5,85;146,17;1,20;
INFLA;2023/2024;2023-U48;9999;Alle;Alle;M;2951305;3650;124;40;2;0,03;4,20;123,67;1,36;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;00-01;Alle;41207;522;12;3;0;0,02;29,12;1266,78;7,28;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;00-01;K;20028;252;6;1;0;0,02;29,96;1258,24;4,99;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;00-01;M;21179;270;6;2;0;0,02;28,33;1274,85;9,44;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;02-06;Alle;104124;212;29;2;0;0,14;27,85;203,60;1,92;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;02-06;K;50773;97;16;1;0;0,16;31,51;191,05;1,97;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;02-06;M;53351;115;13;1;0;0,11;24,37;215,55;1,87;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;07-14;Alle;159576;215;10;0;0;0,05;6,27;134,73;0,00;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;07-14;K;77806;93;6;0;0;0,06;7,71;119,53;0,00;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;07-14;M;81770;122;4;0;0;0,03;4,89;149,20;0,00;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;15-44;Alle;789244;940;55;3;0;0,06;6,97;119,10;0,38;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;15-44;K;396837;579;36;1;0;0,06;9,07;145,90;0,25;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;15-44;M;392407;361;19;2;0;0,05;4,84;92,00;0,51;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;45-64;Alle;474136;867;51;6;0;0,06;10,76;182,86;1,27;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;45-64;K;238898;521;31;2;0;0,06;12,98;218,08;0,84;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;45-64;M;235238;346;20;4;0;0,06;8,50;147,09;1,70;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;65-74;Alle;165521;415;16;8;0;0,04;9,67;250,72;4,83;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;65-74;K;87596;213;9;4;0;0,04;10,27;243,16;4,57;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;65-74;M;77925;202;7;4;0;0,03;8,98;259,22;5,13;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;75-84;Alle;128658;506;16;8;1;0,03;12,44;393,29;6,22;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;75-84;K;71924;272;11;5;0;0,04;15,29;378,18;6,95;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;75-84;M;56734;234;5;3;1;0,02;8,81;412,45;5,29;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;85+;Alle;38590;257;7;4;2;0,03;18,14;665,98;10,37;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;85+;K;25240;149;4;3;2;0,03;15,85;590,33;11,89;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;85+;M;13350;108;3;1;0;0,03;22,47;808,99;7,49;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;Alle;Alle;1901056;3934;196;34;3;0,05;10,31;206,94;1,79;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;Alle;K;969102;2176;119;17;2;0,05;12,28;224,54;1,75;
INFLA;2023/2024;2023-U48;1084;Hovedstaden;Alle;M;931954;1758;77;17;1;0,04;8,26;188,64;1,82;
INFLA;2023/2024;2023-U48;1082;Midtjylland;00-01;Alle;28492;127;0;0;0;0,00;0,00;445,74;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;00-01;K;13883;65;0;0;0;0,00;0,00;468,20;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;00-01;M;14609;62;0;0;0;0,00;0,00;424,40;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;02-06;Alle;74646;23;0;0;0;0,00;0,00;30,81;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;02-06;K;36219;13;0;0;0;0,00;0,00;35,89;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;02-06;M;38427;10;0;0;0;0,00;0,00;26,02;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;07-14;Alle;118763;47;1;0;0;0,02;0,84;39,57;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;07-14;K;57853;20;1;0;0;0,05;1,73;34,57;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;07-14;M;60910;27;0;0;0;0,00;0,00;44,33;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;15-44;Alle;518443;204;4;0;0;0,02;0,77;39,35;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;15-44;K;255178;130;1;0;0;0,01;0,39;50,94;0,00;
INFLA;2023/2024;2023-U48;1082;Midtjylland;15-44;M;263265;74;3;0;0;0,04;1,14;28,11;0,00;
