"Sygdom";"Sæson";"Uge";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal testede personer";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Bekræftede tilfælde pr. 100.000 borgere";"Testede personer pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"timestamp_2025-06-24T11:25:02.299"
RSV;2016/2017;2017-U02;1082;Midtjylland;01. 0-5 måneder;M;4011;8;3;2;0;0,38;74,79;199,45;49,86;
RSV;2016/2017;2017-U02;1082;Midtjylland;02. 6-11 måneder;Alle;7294;8;1;1;0;0,13;13,71;109,68;13,71;
RSV;2016/2017;2017-U02;1082;Midtjylland;02. 6-11 måneder;K;3548;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;02. 6-11 måneder;M;3746;8;1;1;0;0,13;26,70;213,56;26,70;
RSV;2016/2017;2017-U02;1082;Midtjylland;03. 1 år;Alle;14147;16;6;3;0;0,38;42,41;113,10;21,21;
RSV;2016/2017;2017-U02;1082;Midtjylland;03. 1 år;K;6842;4;0;0;0;0,00;0,00;58,46;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;03. 1 år;M;7305;12;6;3;0;0,50;82,14;164,27;41,07;
RSV;2016/2017;2017-U02;1082;Midtjylland;04. 2 år;Alle;13920;6;2;1;0;0,33;14,37;43,10;7,18;
RSV;2016/2017;2017-U02;1082;Midtjylland;04. 2 år;K;6793;4;1;1;0;0,25;14,72;58,88;14,72;
RSV;2016/2017;2017-U02;1082;Midtjylland;04. 2 år;M;7127;2;1;0;0;0,50;14,03;28,06;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;05. 3-5 år;Alle;43177;2;0;0;0;0,00;0,00;4,63;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;05. 3-5 år;K;21207;1;0;0;0;0,00;0,00;4,72;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;05. 3-5 år;M;21970;1;0;0;0;0,00;0,00;4,55;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;06. 6-14 år;Alle;146352;1;0;0;0;0,00;0,00;0,68;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;06. 6-14 år;K;71647;1;0;0;0;0,00;0,00;1,40;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;06. 6-14 år;M;74705;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;07. 15-44 år;Alle;515678;1;0;0;0;0,00;0,00;0,19;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;07. 15-44 år;K;254142;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;07. 15-44 år;M;261536;1;0;0;0;0,00;0,00;0,38;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;08. 45-64 år;Alle;331537;3;0;0;0;0,00;0,00;0,90;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;08. 45-64 år;K;166551;1;0;0;0;0,00;0,00;0,60;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;08. 45-64 år;M;164986;2;0;0;0;0,00;0,00;1,21;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;09. 65-74 år;Alle;127588;7;0;0;0;0,00;0,00;5,49;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;09. 65-74 år;K;66160;1;0;0;0;0,00;0,00;1,51;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;09. 65-74 år;M;61428;6;0;0;0;0,00;0,00;9,77;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;10. 75-84 år;Alle;52065;3;1;1;0;0,33;1,92;5,76;1,92;
RSV;2016/2017;2017-U02;1082;Midtjylland;10. 75-84 år;K;29584;1;0;0;0;0,00;0,00;3,38;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;10. 75-84 år;M;22481;2;1;1;0;0,50;4,45;8,90;4,45;
RSV;2016/2017;2017-U02;1082;Midtjylland;11. 85+ år;Alle;8960;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;11. 85+ år;K;6226;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;11. 85+ år;M;2734;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1082;Midtjylland;Alle;Alle;1268426;58;13;8;0;0,22;1,02;4,57;0,63;
RSV;2016/2017;2017-U02;1082;Midtjylland;Alle;K;636397;16;1;1;0;0,06;0,16;2,51;0,16;
RSV;2016/2017;2017-U02;1082;Midtjylland;Alle;M;632029;42;12;7;0;0,29;1,90;6,65;1,11;
RSV;2016/2017;2017-U02;1081;Nordjylland;01. 0-5 måneder;Alle;3103;6;2;2;0;0,33;64,45;193,36;64,45;
RSV;2016/2017;2017-U02;1081;Nordjylland;01. 0-5 måneder;K;1501;2;0;0;0;0,00;0,00;133,24;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;01. 0-5 måneder;M;1602;4;2;2;0;0,50;124,84;249,69;124,84;
RSV;2016/2017;2017-U02;1081;Nordjylland;02. 6-11 måneder;Alle;2997;2;1;1;0;0,50;33,37;66,73;33,37;
RSV;2016/2017;2017-U02;1081;Nordjylland;02. 6-11 måneder;K;1445;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;02. 6-11 måneder;M;1552;2;1;1;0;0,50;64,43;128,87;64,43;
RSV;2016/2017;2017-U02;1081;Nordjylland;03. 1 år;Alle;5894;6;2;0;0;0,33;33,93;101,80;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;03. 1 år;K;2849;3;0;0;0;0,00;0,00;105,30;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;03. 1 år;M;3045;3;2;0;0;0,67;65,68;98,52;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;04. 2 år;Alle;5736;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;04. 2 år;K;2879;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;04. 2 år;M;2857;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;05. 3-5 år;Alle;17739;3;0;0;0;0,00;0,00;16,91;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;05. 3-5 år;K;8615;2;0;0;0;0,00;0,00;23,22;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;05. 3-5 år;M;9124;1;0;0;0;0,00;0,00;10,96;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;06. 6-14 år;Alle;61145;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;06. 6-14 år;K;29684;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;06. 6-14 år;M;31461;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;07. 15-44 år;Alle;214707;1;0;0;0;0,00;0,00;0,47;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;07. 15-44 år;K;103277;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;07. 15-44 år;M;111430;1;0;0;0;0,00;0,00;0,90;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;08. 45-64 år;Alle;154833;1;0;0;0;0,00;0,00;0,65;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;08. 45-64 år;K;77495;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;08. 45-64 år;M;77338;1;0;0;0;0,00;0,00;1,29;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;09. 65-74 år;Alle;63443;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;09. 65-74 år;K;32627;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;09. 65-74 år;M;30816;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;10. 75-84 år;Alle;26614;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;10. 75-84 år;K;15012;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;10. 75-84 år;M;11602;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;11. 85+ år;Alle;4573;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;11. 85+ år;K;3148;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;11. 85+ år;M;1425;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;Alle;Alle;560784;19;5;3;0;0,26;0,89;3,39;0,53;
RSV;2016/2017;2017-U02;1081;Nordjylland;Alle;K;278532;7;0;0;0;0,00;0,00;2,51;0,00;
RSV;2016/2017;2017-U02;1081;Nordjylland;Alle;M;282252;12;5;3;0;0,42;1,77;4,25;1,06;
RSV;2016/2017;2017-U02;1085;Sjælland;01. 0-5 måneder;Alle;4632;8;6;3;0;0,75;129,53;172,71;64,77;
RSV;2016/2017;2017-U02;1085;Sjælland;01. 0-5 måneder;K;2189;4;3;1;0;0,75;137,05;182,73;45,68;
RSV;2016/2017;2017-U02;1085;Sjælland;01. 0-5 måneder;M;2443;4;3;2;0;0,75;122,80;163,73;81,87;
RSV;2016/2017;2017-U02;1085;Sjælland;02. 6-11 måneder;Alle;4337;3;2;1;0;0,67;46,11;69,17;23,06;
RSV;2016/2017;2017-U02;1085;Sjælland;02. 6-11 måneder;K;2109;1;0;0;0;0,00;0,00;47,42;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;02. 6-11 måneder;M;2228;2;2;1;0;1,00;89,77;89,77;44,88;
RSV;2016/2017;2017-U02;1085;Sjælland;03. 1 år;Alle;8558;1;1;1;0;1,00;11,68;11,68;11,68;
RSV;2016/2017;2017-U02;1085;Sjælland;03. 1 år;K;4146;1;1;1;0;1,00;24,12;24,12;24,12;
RSV;2016/2017;2017-U02;1085;Sjælland;03. 1 år;M;4412;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;04. 2 år;Alle;8439;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;04. 2 år;K;4043;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;04. 2 år;M;4396;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;05. 3-5 år;Alle;25567;4;1;0;0;0,25;3,91;15,65;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;05. 3-5 år;K;12528;3;1;0;0;0,33;7,98;23,95;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;05. 3-5 år;M;13039;1;0;0;0;0,00;0,00;7,67;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;06. 6-14 år;Alle;91808;4;1;0;0;0,25;1,09;4,36;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;06. 6-14 år;K;44399;2;1;0;0;0,50;2,25;4,50;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;06. 6-14 år;M;47409;2;0;0;0;0,00;0,00;4,22;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;07. 15-44 år;Alle;279110;18;0;0;0;0,00;0,00;6,45;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;07. 15-44 år;K;137409;11;0;0;0;0,00;0,00;8,01;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;07. 15-44 år;M;141701;7;0;0;0;0,00;0,00;4,94;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;08. 45-64 år;Alle;237327;33;1;1;0;0,03;0,42;13,90;0,42;
RSV;2016/2017;2017-U02;1085;Sjælland;08. 45-64 år;K;119503;13;0;0;0;0,00;0,00;10,88;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;08. 45-64 år;M;117824;20;1;1;0;0,05;0,85;16,97;0,85;
RSV;2016/2017;2017-U02;1085;Sjælland;09. 65-74 år;Alle;97594;22;2;1;0;0,09;2,05;22,54;1,02;
RSV;2016/2017;2017-U02;1085;Sjælland;09. 65-74 år;K;51267;14;1;0;0;0,07;1,95;27,31;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;09. 65-74 år;M;46327;8;1;1;0;0,13;2,16;17,27;2,16;
RSV;2016/2017;2017-U02;1085;Sjælland;10. 75-84 år;Alle;38092;20;2;2;0;0,10;5,25;52,50;5,25;
RSV;2016/2017;2017-U02;1085;Sjælland;10. 75-84 år;K;21672;9;1;1;0;0,11;4,61;41,53;4,61;
RSV;2016/2017;2017-U02;1085;Sjælland;10. 75-84 år;M;16420;11;1;1;0;0,09;6,09;66,99;6,09;
RSV;2016/2017;2017-U02;1085;Sjælland;11. 85+ år;Alle;5940;16;0;0;0;0,00;0,00;269,36;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;11. 85+ år;K;4160;4;0;0;0;0,00;0,00;96,15;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;11. 85+ år;M;1780;12;0;0;0;0,00;0,00;674,16;0,00;
RSV;2016/2017;2017-U02;1085;Sjælland;Alle;Alle;801404;129;16;9;0;0,12;2,00;16,10;1,12;
RSV;2016/2017;2017-U02;1085;Sjælland;Alle;K;403425;62;8;3;0;0,13;1,98;15,37;0,74;
RSV;2016/2017;2017-U02;1085;Sjælland;Alle;M;397979;67;8;6;0;0,12;2,01;16,84;1,51;
RSV;2016/2017;2017-U02;1083;Syddanmark;01. 0-5 måneder;Alle;6541;11;7;5;0;0,64;107,02;168,17;76,44;
RSV;2016/2017;2017-U02;1083;Syddanmark;01. 0-5 måneder;K;3213;3;1;0;0;0,33;31,12;93,37;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;01. 0-5 måneder;M;3328;8;6;5;0;0,75;180,29;240,38;150,24;
RSV;2016/2017;2017-U02;1083;Syddanmark;02. 6-11 måneder;Alle;6446;10;6;5;0;0,60;93,08;155,13;77,57;
RSV;2016/2017;2017-U02;1083;Syddanmark;02. 6-11 måneder;K;3068;4;2;2;0;0,50;65,19;130,38;65,19;
RSV;2016/2017;2017-U02;1083;Syddanmark;02. 6-11 måneder;M;3378;6;4;3;0;0,67;118,41;177,62;88,81;
RSV;2016/2017;2017-U02;1083;Syddanmark;03. 1 år;Alle;12429;8;2;2;0;0,25;16,09;64,37;16,09;
RSV;2016/2017;2017-U02;1083;Syddanmark;03. 1 år;K;6124;3;1;1;0;0,33;16,33;48,99;16,33;
RSV;2016/2017;2017-U02;1083;Syddanmark;03. 1 år;M;6305;5;1;1;0;0,20;15,86;79,30;15,86;
RSV;2016/2017;2017-U02;1083;Syddanmark;04. 2 år;Alle;12374;6;4;2;0;0,67;32,33;48,49;16,16;
RSV;2016/2017;2017-U02;1083;Syddanmark;04. 2 år;K;5955;3;2;1;0;0,67;33,59;50,38;16,79;
RSV;2016/2017;2017-U02;1083;Syddanmark;04. 2 år;M;6419;3;2;1;0;0,67;31,16;46,74;15,58;
RSV;2016/2017;2017-U02;1083;Syddanmark;05. 3-5 år;Alle;38623;9;1;0;0;0,11;2,59;23,30;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;05. 3-5 år;K;18734;4;0;0;0;0,00;0,00;21,35;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;05. 3-5 år;M;19889;5;1;0;0;0,20;5,03;25,14;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;06. 6-14 år;Alle;133227;4;1;0;0;0,25;0,75;3,00;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;06. 6-14 år;K;65187;1;0;0;0;0,00;0,00;1,53;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;06. 6-14 år;M;68040;3;1;0;0;0,33;1,47;4,41;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;07. 15-44 år;Alle;434139;5;1;0;0;0,20;0,23;1,15;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;07. 15-44 år;K;212483;2;0;0;0;0,00;0,00;0,94;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;07. 15-44 år;M;221656;3;1;0;0;0,33;0,45;1,35;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;08. 45-64 år;Alle;327286;15;1;1;0;0,07;0,31;4,58;0,31;
RSV;2016/2017;2017-U02;1083;Syddanmark;08. 45-64 år;K;163794;9;1;1;0;0,11;0,61;5,49;0,61;
RSV;2016/2017;2017-U02;1083;Syddanmark;08. 45-64 år;M;163492;6;0;0;0;0,00;0,00;3,67;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;09. 65-74 år;Alle;129147;7;0;0;0;0,00;0,00;5,42;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;09. 65-74 år;K;67182;3;0;0;0;0,00;0,00;4,47;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;09. 65-74 år;M;61965;4;0;0;0;0,00;0,00;6,46;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;10. 75-84 år;Alle;55868;6;0;0;0;0,00;0,00;10,74;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;10. 75-84 år;K;31850;1;0;0;0;0,00;0,00;3,14;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;10. 75-84 år;M;24018;5;0;0;0;0,00;0,00;20,82;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;11. 85+ år;Alle;9530;3;0;0;0;0,00;0,00;31,48;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;11. 85+ år;K;6715;1;0;0;0;0,00;0,00;14,89;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;11. 85+ år;M;2815;2;0;0;0;0,00;0,00;71,05;0,00;
RSV;2016/2017;2017-U02;1083;Syddanmark;Alle;Alle;1165610;84;23;15;0;0,27;1,97;7,21;1,29;
RSV;2016/2017;2017-U02;1083;Syddanmark;Alle;K;584305;34;7;5;0;0,21;1,20;5,82;0,86;
RSV;2016/2017;2017-U02;1083;Syddanmark;Alle;M;581305;50;16;10;0;0,32;2,75;8,60;1,72;
RSV;2016/2017;2017-U03;9999;Alle;01. 0-5 måneder;Alle;32370;121;73;48;0;0,60;225,52;373,80;148,29;
RSV;2016/2017;2017-U03;9999;Alle;01. 0-5 måneder;K;15704;44;31;21;0;0,70;197,40;280,18;133,72;
RSV;2016/2017;2017-U03;9999;Alle;01. 0-5 måneder;M;16666;57;42;27;0;0,74;252,01;342,01;162,01;
RSV;2016/2017;2017-U03;9999;Alle;02. 6-11 måneder;Alle;31177;31;21;14;0;0,68;67,36;99,43;44,90;
RSV;2016/2017;2017-U03;9999;Alle;02. 6-11 måneder;K;15065;7;6;3;0;0,86;39,83;46,47;19,91;
RSV;2016/2017;2017-U03;9999;Alle;02. 6-11 måneder;M;16112;19;15;11;0;0,79;93,10;117,92;68,27;
RSV;2016/2017;2017-U03;9999;Alle;03. 1 år;Alle;60326;68;35;18;0;0,51;58,02;112,72;29,84;
RSV;2016/2017;2017-U03;9999;Alle;03. 1 år;K;29366;19;12;7;0;0,63;40,86;64,70;23,84;
RSV;2016/2017;2017-U03;9999;Alle;03. 1 år;M;30960;37;23;11;0;0,62;74,29;119,51;35,53;
RSV;2016/2017;2017-U03;9999;Alle;04. 2 år;Alle;59734;25;13;7;0;0,52;21,76;41,85;11,72;
RSV;2016/2017;2017-U03;9999;Alle;04. 2 år;K;29017;6;3;2;0;0,50;10,34;20,68;6,89;
RSV;2016/2017;2017-U03;9999;Alle;04. 2 år;M;30717;13;10;5;0;0,77;32,56;42,32;16,28;
RSV;2016/2017;2017-U03;9999;Alle;05. 3-5 år;Alle;182999;42;5;2;0;0,12;2,73;22,95;1,09;
RSV;2016/2017;2017-U03;9999;Alle;05. 3-5 år;K;89359;19;3;1;0;0,16;3,36;21,26;1,12;
RSV;2016/2017;2017-U03;9999;Alle;05. 3-5 år;M;93640;17;2;1;0;0,12;2,14;18,15;1,07;
RSV;2016/2017;2017-U03;9999;Alle;06. 6-14 år;Alle;617628;60;4;1;0;0,07;0,65;9,71;0,16;
RSV;2016/2017;2017-U03;9999;Alle;06. 6-14 år;K;301295;25;2;0;0;0,08;0,66;8,30;0,00;
RSV;2016/2017;2017-U03;9999;Alle;06. 6-14 år;M;316333;26;2;1;0;0,08;0,63;8,22;0,32;
RSV;2016/2017;2017-U03;9999;Alle;07. 15-44 år;Alle;2238595;168;6;0;0;0,04;0,27;7,50;0,00;
RSV;2016/2017;2017-U03;9999;Alle;07. 15-44 år;K;1108808;70;5;0;0;0,07;0,45;6,31;0,00;
RSV;2016/2017;2017-U03;9999;Alle;07. 15-44 år;M;1129787;59;1;0;0;0,02;0,09;5,22;0,00;
RSV;2016/2017;2017-U03;9999;Alle;08. 45-64 år;Alle;1477269;130;8;5;1;0,06;0,54;8,80;0,34;
RSV;2016/2017;2017-U03;9999;Alle;08. 45-64 år;K;743660;67;6;4;1;0,09;0,81;9,01;0,54;
RSV;2016/2017;2017-U03;9999;Alle;08. 45-64 år;M;733609;53;2;1;0;0,04;0,27;7,22;0,14;
RSV;2016/2017;2017-U03;9999;Alle;09. 65-74 år;Alle;574915;111;8;6;0;0,07;1,39;19,31;1,04;
RSV;2016/2017;2017-U03;9999;Alle;09. 65-74 år;K;302926;53;3;2;0;0,06;0,99;17,50;0,66;
RSV;2016/2017;2017-U03;9999;Alle;09. 65-74 år;M;271989;55;5;4;0;0,09;1,84;20,22;1,47;
RSV;2016/2017;2017-U03;9999;Alle;10. 75-84 år;Alle;238172;94;5;5;1;0,05;2,10;39,47;2,10;
RSV;2016/2017;2017-U03;9999;Alle;10. 75-84 år;K;137419;46;2;2;1;0,04;1,46;33,47;1,46;
RSV;2016/2017;2017-U03;9999;Alle;10. 75-84 år;M;100753;48;3;3;0;0,06;2,98;47,64;2,98;
RSV;2016/2017;2017-U03;9999;Alle;11. 85+ år;Alle;40764;43;2;2;2;0,05;4,91;105,49;4,91;
RSV;2016/2017;2017-U03;9999;Alle;11. 85+ år;K;28915;22;0;0;2;0,00;0,00;76,09;0,00;
RSV;2016/2017;2017-U03;9999;Alle;11. 85+ år;M;11849;19;2;2;0;0,11;16,88;160,35;16,88;
RSV;2016/2017;2017-U03;9999;Alle;Alle;Alle;5553949;893;180;108;4;0,20;3,24;16,08;1,94;
RSV;2016/2017;2017-U03;9999;Alle;Alle;K;2801534;378;73;42;4;0,19;2,61;13,49;1,50;
RSV;2016/2017;2017-U03;9999;Alle;Alle;M;2752415;403;107;66;0;0,27;3,89;14,64;2,40;
RSV;2016/2017;2017-U03;1084;Hovedstaden;01. 0-5 måneder;Alle;10494;56;38;22;0;0,68;362,11;533,64;209,64;
RSV;2016/2017;2017-U03;1084;Hovedstaden;01. 0-5 måneder;K;5139;28;19;12;0;0,68;369,72;544,85;233,51;
RSV;2016/2017;2017-U03;1084;Hovedstaden;01. 0-5 måneder;M;5355;28;19;10;0;0,68;354,81;522,88;186,74;
RSV;2016/2017;2017-U03;1084;Hovedstaden;02. 6-11 måneder;Alle;9947;16;11;7;0;0,69;110,59;160,85;70,37;
RSV;2016/2017;2017-U03;1084;Hovedstaden;02. 6-11 måneder;K;4841;4;3;2;0;0,75;61,97;82,63;41,31;
RSV;2016/2017;2017-U03;1084;Hovedstaden;02. 6-11 måneder;M;5106;12;8;5;0;0,67;156,68;235,02;97,92;
RSV;2016/2017;2017-U03;1084;Hovedstaden;03. 1 år;Alle;19291;25;10;6;0;0,40;51,84;129,59;31,10;
RSV;2016/2017;2017-U03;1084;Hovedstaden;03. 1 år;K;9382;8;4;1;0;0,50;42,63;85,27;10,66;
RSV;2016/2017;2017-U03;1084;Hovedstaden;03. 1 år;M;9909;17;6;5;0;0,35;60,55;171,56;50,46;
RSV;2016/2017;2017-U03;1084;Hovedstaden;04. 2 år;Alle;19256;9;3;2;0;0,33;15,58;46,74;10,39;
RSV;2016/2017;2017-U03;1084;Hovedstaden;04. 2 år;K;9353;3;1;1;0;0,33;10,69;32,08;10,69;
RSV;2016/2017;2017-U03;1084;Hovedstaden;04. 2 år;M;9903;6;2;1;0;0,33;20,20;60,59;10,10;
RSV;2016/2017;2017-U03;1084;Hovedstaden;05. 3-5 år;Alle;58026;27;4;1;0;0,15;6,89;46,53;1,72;
RSV;2016/2017;2017-U03;1084;Hovedstaden;05. 3-5 år;K;28344;15;2;0;0;0,13;7,06;52,92;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;05. 3-5 år;M;29682;12;2;1;0;0,17;6,74;40,43;3,37;
RSV;2016/2017;2017-U03;1084;Hovedstaden;06. 6-14 år;Alle;185168;37;2;0;0;0,05;1,08;19,98;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;06. 6-14 år;K;90422;18;1;0;0;0,06;1,11;19,91;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;06. 6-14 år;M;94746;19;1;0;0;0,05;1,06;20,05;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;07. 15-44 år;Alle;795019;94;4;0;0;0,04;0,50;11,82;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;07. 15-44 år;K;401521;51;3;0;0;0,06;0,75;12,70;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;07. 15-44 år;M;393498;43;1;0;0;0,02;0,25;10,93;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;08. 45-64 år;Alle;426092;84;5;2;1;0,06;1,17;19,71;0,47;
RSV;2016/2017;2017-U03;1084;Hovedstaden;08. 45-64 år;K;216245;47;4;2;1;0,09;1,85;21,73;0,92;
RSV;2016/2017;2017-U03;1084;Hovedstaden;08. 45-64 år;M;209847;37;1;0;0;0,03;0,48;17,63;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;09. 65-74 år;Alle;156837;62;4;3;0;0,06;2,55;39,53;1,91;
RSV;2016/2017;2017-U03;1084;Hovedstaden;09. 65-74 år;K;85556;29;3;2;0;0,10;3,51;33,90;2,34;
RSV;2016/2017;2017-U03;1084;Hovedstaden;09. 65-74 år;M;71281;33;1;1;0;0,03;1,40;46,30;1,40;
RSV;2016/2017;2017-U03;1084;Hovedstaden;10. 75-84 år;Alle;65156;69;2;2;0;0,03;3,07;105,90;3,07;
RSV;2016/2017;2017-U03;1084;Hovedstaden;10. 75-84 år;K;39100;34;1;1;0;0,03;2,56;86,96;2,56;
RSV;2016/2017;2017-U03;1084;Hovedstaden;10. 75-84 år;M;26056;35;1;1;0;0,03;3,84;134,33;3,84;
RSV;2016/2017;2017-U03;1084;Hovedstaden;11. 85+ år;Alle;11632;35;2;2;2;0,06;17,19;300,89;17,19;
RSV;2016/2017;2017-U03;1084;Hovedstaden;11. 85+ år;K;8577;18;0;0;2;0,00;0,00;209,86;0,00;
RSV;2016/2017;2017-U03;1084;Hovedstaden;11. 85+ år;M;3055;17;2;2;0;0,12;65,47;556,46;65,47;
RSV;2016/2017;2017-U03;1084;Hovedstaden;Alle;Alle;1756918;514;85;47;3;0,17;4,84;29,26;2,68;
RSV;2016/2017;2017-U03;1084;Hovedstaden;Alle;K;898480;255;41;21;3;0,16;4,56;28,38;2,34;
