"Sygdom";"Sæson";"Uge";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal testede personer";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Bekræftede tilfælde pr. 100.000 borgere";"Testede personer pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"timestamp_2025-06-24T11:25:02.299"
RSV;2022/2023;2023-U06;1081;Nordjylland;08. 45-64 år;M;78079;37;0;0;0;0,00;0,00;47,39;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;09. 65-74 år;Alle;69499;56;2;1;0;0,04;2,88;80,58;1,44;
RSV;2022/2023;2023-U06;1081;Nordjylland;09. 65-74 år;K;35247;22;1;0;0;0,05;2,84;62,42;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;09. 65-74 år;M;34252;34;1;1;0;0,03;2,92;99,26;2,92;
RSV;2022/2023;2023-U06;1081;Nordjylland;10. 75-84 år;Alle;49838;73;0;0;0;0,00;0,00;146,47;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;10. 75-84 år;K;26396;27;0;0;0;0,00;0,00;102,29;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;10. 75-84 år;M;23442;46;0;0;0;0,00;0,00;196,23;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;11. 85+ år;Alle;15227;41;0;0;0;0,00;0,00;269,26;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;11. 85+ år;K;9329;21;0;0;0;0,00;0,00;225,10;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;11. 85+ år;M;5898;20;0;0;0;0,00;0,00;339,10;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;Alle;Alle;593804;526;5;2;0;0,01;0,84;88,58;0,34;
RSV;2022/2023;2023-U06;1081;Nordjylland;Alle;K;294532;255;2;0;0;0,01;0,68;86,58;0,00;
RSV;2022/2023;2023-U06;1081;Nordjylland;Alle;M;299272;271;3;2;0;0,01;1,00;90,55;0,67;
RSV;2022/2023;2023-U06;1085;Sjælland;01. 0-5 måneder;Alle;3471;22;1;0;0;0,05;28,81;633,82;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;01. 0-5 måneder;K;1631;13;1;0;0;0,08;61,31;797,06;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;01. 0-5 måneder;M;1840;9;0;0;0;0,00;0,00;489,13;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;02. 6-11 måneder;Alle;3754;24;0;0;0;0,00;0,00;639,32;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;02. 6-11 måneder;K;1845;10;0;0;0;0,00;0,00;542,01;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;02. 6-11 måneder;M;1909;14;0;0;0;0,00;0,00;733,37;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;03. 1 år;Alle;7979;48;2;0;0;0,04;25,07;601,58;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;03. 1 år;K;3851;26;0;0;0;0,00;0,00;675,15;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;03. 1 år;M;4128;22;2;0;0;0,09;48,45;532,95;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;04. 2 år;Alle;8156;19;0;0;0;0,00;0,00;232,96;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;04. 2 år;K;3999;12;0;0;0;0,00;0,00;300,08;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;04. 2 år;M;4157;7;0;0;0;0,00;0,00;168,39;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;05. 3-5 år;Alle;25580;58;1;0;0;0,02;3,91;226,74;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;05. 3-5 år;K;12456;35;0;0;0;0,00;0,00;280,99;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;05. 3-5 år;M;13124;23;1;0;0;0,04;7,62;175,25;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;06. 6-14 år;Alle;81812;122;0;0;0;0,00;0,00;149,12;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;06. 6-14 år;K;39660;61;0;0;0;0,00;0,00;153,81;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;06. 6-14 år;M;42152;61;0;0;0;0,00;0,00;144,71;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;07. 15-44 år;Alle;273227;208;0;0;0;0,00;0,00;76,13;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;07. 15-44 år;K;133121;134;0;0;0;0,00;0,00;100,66;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;07. 15-44 år;M;140106;74;0;0;0;0,00;0,00;52,82;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;08. 45-64 år;Alle;243327;130;2;0;0;0,02;0,82;53,43;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;08. 45-64 år;K;122220;76;1;0;0;0,01;0,82;62,18;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;08. 45-64 år;M;121107;54;1;0;0;0,02;0,83;44,59;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;09. 65-74 år;Alle;102862;42;2;2;1;0,05;1,94;40,83;1,94;
RSV;2022/2023;2023-U06;1085;Sjælland;09. 65-74 år;K;53131;21;0;0;1;0,00;0,00;39,52;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;09. 65-74 år;M;49731;21;2;2;0;0,10;4,02;42,23;4,02;
RSV;2022/2023;2023-U06;1085;Sjælland;10. 75-84 år;Alle;77116;35;0;0;0;0,00;0,00;45,39;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;10. 75-84 år;K;41328;18;0;0;0;0,00;0,00;43,55;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;10. 75-84 år;M;35788;17;0;0;0;0,00;0,00;47,50;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;11. 85+ år;Alle;20619;11;2;2;2;0,18;9,70;53,35;9,70;
RSV;2022/2023;2023-U06;1085;Sjælland;11. 85+ år;K;12933;5;0;0;1;0,00;0,00;38,66;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;11. 85+ år;M;7686;6;2;2;1;0,33;26,02;78,06;26,02;
RSV;2022/2023;2023-U06;1085;Sjælland;Alle;Alle;847903;719;10;4;3;0,01;1,18;84,80;0,47;
RSV;2022/2023;2023-U06;1085;Sjælland;Alle;K;426175;411;2;0;2;0,00;0,47;96,44;0,00;
RSV;2022/2023;2023-U06;1085;Sjælland;Alle;M;421728;308;8;4;1;0,03;1,90;73,03;0,95;
RSV;2022/2023;2023-U06;1083;Syddanmark;01. 0-5 måneder;Alle;5387;22;3;2;0;0,14;55,69;408,39;37,13;
RSV;2022/2023;2023-U06;1083;Syddanmark;01. 0-5 måneder;K;2561;12;0;0;0;0,00;0,00;468,57;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;01. 0-5 måneder;M;2826;10;3;2;0;0,30;106,16;353,86;70,77;
RSV;2022/2023;2023-U06;1083;Syddanmark;02. 6-11 måneder;Alle;5832;15;0;0;0;0,00;0,00;257,20;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;02. 6-11 måneder;K;2822;7;0;0;0;0,00;0,00;248,05;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;02. 6-11 måneder;M;3010;8;0;0;0;0,00;0,00;265,78;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;03. 1 år;Alle;12575;13;0;0;0;0,00;0,00;103,38;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;03. 1 år;K;6185;4;0;0;0;0,00;0,00;64,67;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;03. 1 år;M;6390;9;0;0;0;0,00;0,00;140,85;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;04. 2 år;Alle;12206;10;0;0;0;0,00;0,00;81,93;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;04. 2 år;K;6068;6;0;0;0;0,00;0,00;98,88;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;04. 2 år;M;6138;4;0;0;0;0,00;0,00;65,17;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;05. 3-5 år;Alle;38189;33;0;0;0;0,00;0,00;86,41;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;05. 3-5 år;K;18467;13;0;0;0;0,00;0,00;70,40;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;05. 3-5 år;M;19722;20;0;0;0;0,00;0,00;101,41;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;06. 6-14 år;Alle;120754;51;1;0;0;0,02;0,83;42,23;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;06. 6-14 år;K;58784;15;1;0;0;0,07;1,70;25,52;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;06. 6-14 år;M;61970;36;0;0;0;0,00;0,00;58,09;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;07. 15-44 år;Alle;429519;124;1;1;0;0,01;0,23;28,87;0,23;
RSV;2022/2023;2023-U06;1083;Syddanmark;07. 15-44 år;K;208853;77;1;1;0;0,01;0,48;36,87;0,48;
RSV;2022/2023;2023-U06;1083;Syddanmark;07. 15-44 år;M;220666;47;0;0;0;0,00;0,00;21,30;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;08. 45-64 år;Alle;333338;109;4;2;0;0,04;1,20;32,70;0,60;
RSV;2022/2023;2023-U06;1083;Syddanmark;08. 45-64 år;K;166508;70;3;1;0;0,04;1,80;42,04;0,60;
RSV;2022/2023;2023-U06;1083;Syddanmark;08. 45-64 år;M;166830;39;1;1;0;0,03;0,60;23,38;0,60;
RSV;2022/2023;2023-U06;1083;Syddanmark;09. 65-74 år;Alle;142357;70;1;0;0;0,01;0,70;49,17;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;09. 65-74 år;K;72764;32;1;0;0;0,03;1,37;43,98;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;09. 65-74 år;M;69593;38;0;0;0;0,00;0,00;54,60;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;10. 75-84 år;Alle;103572;68;1;1;0;0,01;0,97;65,65;0,97;
RSV;2022/2023;2023-U06;1083;Syddanmark;10. 75-84 år;K;55343;35;0;0;0;0,00;0,00;63,24;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;10. 75-84 år;M;48229;33;1;1;0;0,03;2,07;68,42;2,07;
RSV;2022/2023;2023-U06;1083;Syddanmark;11. 85+ år;Alle;31831;40;3;1;0;0,08;9,42;125,66;3,14;
RSV;2022/2023;2023-U06;1083;Syddanmark;11. 85+ år;K;20004;17;1;1;0;0,06;5,00;84,98;5,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;11. 85+ år;M;11827;23;2;0;0;0,09;16,91;194,47;0,00;
RSV;2022/2023;2023-U06;1083;Syddanmark;Alle;Alle;1235560;555;14;7;0;0,03;1,13;44,92;0,57;
RSV;2022/2023;2023-U06;1083;Syddanmark;Alle;K;618359;288;7;3;0;0,02;1,13;46,57;0,49;
RSV;2022/2023;2023-U06;1083;Syddanmark;Alle;M;617201;267;7;4;0;0,03;1,13;43,26;0,65;
RSV;2022/2023;2023-U07;9999;Alle;01. 0-5 måneder;Alle;28520;177;7;4;0;0,04;24,54;620,62;14,03;
RSV;2022/2023;2023-U07;9999;Alle;01. 0-5 måneder;K;13788;74;2;0;0;0,03;14,51;536,70;0,00;
RSV;2022/2023;2023-U07;9999;Alle;01. 0-5 måneder;M;14732;100;5;4;0;0,05;33,94;678,79;27,15;
RSV;2022/2023;2023-U07;9999;Alle;02. 6-11 måneder;Alle;29871;95;4;1;0;0,04;13,39;318,03;3,35;
RSV;2022/2023;2023-U07;9999;Alle;02. 6-11 måneder;K;14505;46;3;1;0;0,07;20,68;317,13;6,89;
RSV;2022/2023;2023-U07;9999;Alle;02. 6-11 måneder;M;15366;49;1;0;0;0,02;6,51;318,89;0,00;
RSV;2022/2023;2023-U07;9999;Alle;03. 1 år;Alle;64125;220;3;2;0;0,01;4,68;343,08;3,12;
RSV;2022/2023;2023-U07;9999;Alle;03. 1 år;K;31246;81;1;1;0;0,01;3,20;259,23;3,20;
RSV;2022/2023;2023-U07;9999;Alle;03. 1 år;M;32879;138;2;1;0;0,01;6,08;419,72;3,04;
RSV;2022/2023;2023-U07;9999;Alle;04. 2 år;Alle;62123;120;0;0;0;0,00;0,00;193,17;0,00;
RSV;2022/2023;2023-U07;9999;Alle;04. 2 år;K;30264;55;0;0;0;0,00;0,00;181,73;0,00;
RSV;2022/2023;2023-U07;9999;Alle;04. 2 år;M;31859;65;0;0;0;0,00;0,00;204,02;0,00;
RSV;2022/2023;2023-U07;9999;Alle;05. 3-5 år;Alle;188311;270;0;0;0;0,00;0,00;143,38;0,00;
RSV;2022/2023;2023-U07;9999;Alle;05. 3-5 år;K;91580;139;0;0;0;0,00;0,00;151,78;0,00;
RSV;2022/2023;2023-U07;9999;Alle;05. 3-5 år;M;96731;130;0;0;0;0,00;0,00;134,39;0,00;
RSV;2022/2023;2023-U07;9999;Alle;06. 6-14 år;Alle;572381;483;2;0;0;0,00;0,35;84,38;0,00;
RSV;2022/2023;2023-U07;9999;Alle;06. 6-14 år;K;278667;210;1;0;0;0,00;0,36;75,36;0,00;
RSV;2022/2023;2023-U07;9999;Alle;06. 6-14 år;M;293714;273;1;0;0;0,00;0,34;92,95;0,00;
RSV;2022/2023;2023-U07;9999;Alle;07. 15-44 år;Alle;2211848;1256;5;0;0;0,00;0,23;56,79;0,00;
RSV;2022/2023;2023-U07;9999;Alle;07. 15-44 år;K;1089822;733;2;0;0;0,00;0,18;67,26;0,00;
RSV;2022/2023;2023-U07;9999;Alle;07. 15-44 år;M;1122026;519;3;0;0;0,01;0,27;46,26;0,00;
RSV;2022/2023;2023-U07;9999;Alle;08. 45-64 år;Alle;1549081;875;12;0;0;0,01;0,77;56,49;0,00;
RSV;2022/2023;2023-U07;9999;Alle;08. 45-64 år;K;776618;510;7;0;0;0,01;0,90;65,67;0,00;
RSV;2022/2023;2023-U07;9999;Alle;08. 45-64 år;M;772463;358;5;0;0;0,01;0,65;46,35;0,00;
RSV;2022/2023;2023-U07;9999;Alle;09. 65-74 år;Alle;623523;492;6;2;2;0,01;0,96;78,91;0,32;
RSV;2022/2023;2023-U07;9999;Alle;09. 65-74 år;K;322139;239;3;1;0;0,01;0,93;74,19;0,31;
RSV;2022/2023;2023-U07;9999;Alle;09. 65-74 år;M;301384;252;3;1;2;0,01;1,00;83,61;0,33;
RSV;2022/2023;2023-U07;9999;Alle;10. 75-84 år;Alle;456002;587;13;8;1;0,02;2,85;128,73;1,75;
RSV;2022/2023;2023-U07;9999;Alle;10. 75-84 år;K;246463;278;5;2;0;0,02;2,03;112,80;0,81;
RSV;2022/2023;2023-U07;9999;Alle;10. 75-84 år;M;209539;309;8;6;1;0,03;3,82;147,47;2,86;
RSV;2022/2023;2023-U07;9999;Alle;11. 85+ år;Alle;135076;268;5;5;4;0,02;3,70;198,41;3,70;
RSV;2022/2023;2023-U07;9999;Alle;11. 85+ år;K;85641;148;4;4;3;0,03;4,67;172,81;4,67;
RSV;2022/2023;2023-U07;9999;Alle;11. 85+ år;M;49435;118;1;1;1;0,01;2,02;238,70;2,02;
RSV;2022/2023;2023-U07;9999;Alle;Alle;Alle;5920861;4843;57;22;7;0,01;0,96;81,80;0,37;
RSV;2022/2023;2023-U07;9999;Alle;Alle;K;2980733;2513;28;9;3;0,01;0,94;84,31;0,30;
RSV;2022/2023;2023-U07;9999;Alle;Alle;M;2940128;2311;29;13;4;0,01;0,99;78,60;0,44;
RSV;2022/2023;2023-U07;1084;Hovedstaden;01. 0-5 måneder;Alle;10087;83;3;2;0;0,04;29,74;822,84;19,83;
RSV;2022/2023;2023-U07;1084;Hovedstaden;01. 0-5 måneder;K;4909;37;1;0;0;0,03;20,37;753,72;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;01. 0-5 måneder;M;5178;46;2;2;0;0,04;38,62;888,37;38,62;
RSV;2022/2023;2023-U07;1084;Hovedstaden;02. 6-11 måneder;Alle;10389;38;1;0;0;0,03;9,63;365,77;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;02. 6-11 måneder;K;5057;17;1;0;0;0,06;19,77;336,17;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;02. 6-11 måneder;M;5332;21;0;0;0;0,00;0,00;393,85;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;03. 1 år;Alle;22192;110;1;1;0;0,01;4,51;495,67;4,51;
RSV;2022/2023;2023-U07;1084;Hovedstaden;03. 1 år;K;10804;39;1;1;0;0,03;9,26;360,98;9,26;
RSV;2022/2023;2023-U07;1084;Hovedstaden;03. 1 år;M;11388;71;0;0;0;0,00;0,00;623,46;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;04. 2 år;Alle;21079;59;0;0;0;0,00;0,00;279,90;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;04. 2 år;K;10155;26;0;0;0;0,00;0,00;256,03;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;04. 2 år;M;10924;33;0;0;0;0,00;0,00;302,09;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;05. 3-5 år;Alle;61855;126;0;0;0;0,00;0,00;203,70;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;05. 3-5 år;K;30182;66;0;0;0;0,00;0,00;218,67;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;05. 3-5 år;M;31673;60;0;0;0;0,00;0,00;189,44;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;06. 6-14 år;Alle;180106;251;1;0;0;0,00;0,56;139,36;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;06. 6-14 år;K;87862;104;0;0;0;0,00;0,00;118,37;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;06. 6-14 år;M;92244;147;1;0;0;0,01;1,08;159,36;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;07. 15-44 år;Alle;780717;657;1;0;0;0,00;0,13;84,15;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;07. 15-44 år;K;392324;400;1;0;0;0,00;0,25;101,96;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;07. 15-44 år;M;388393;257;0;0;0;0,00;0,00;66,17;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;08. 45-64 år;Alle;471392;394;6;0;0;0,02;1,27;83,58;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;08. 45-64 år;K;237417;238;2;0;0;0,01;0,84;100,25;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;08. 45-64 år;M;233975;156;4;0;0;0,03;1,71;66,67;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;09. 65-74 år;Alle;165834;191;1;0;1;0,01;0,60;115,18;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;09. 65-74 år;K;87989;94;1;0;0;0,01;1,14;106,83;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;09. 65-74 år;M;77845;97;0;0;1;0,00;0,00;124,61;0,00;
RSV;2022/2023;2023-U07;1084;Hovedstaden;10. 75-84 år;Alle;126082;217;4;3;0;0,02;3,17;172,11;2,38;
RSV;2022/2023;2023-U07;1084;Hovedstaden;10. 75-84 år;K;70575;114;2;1;0;0,02;2,83;161,53;1,42;
RSV;2022/2023;2023-U07;1084;Hovedstaden;10. 75-84 år;M;55507;103;2;2;0;0,02;3,60;185,56;3,60;
RSV;2022/2023;2023-U07;1084;Hovedstaden;11. 85+ år;Alle;37342;112;3;3;1;0,03;8,03;299,93;8,03;
RSV;2022/2023;2023-U07;1084;Hovedstaden;11. 85+ år;K;24588;71;2;2;1;0,03;8,13;288,76;8,13;
RSV;2022/2023;2023-U07;1084;Hovedstaden;11. 85+ år;M;12754;41;1;1;0;0,02;7,84;321,47;7,84;
RSV;2022/2023;2023-U07;1084;Hovedstaden;Alle;Alle;1887075;2238;21;9;2;0,01;1,11;118,60;0,48;
RSV;2022/2023;2023-U07;1084;Hovedstaden;Alle;K;961862;1206;11;4;1;0,01;1,14;125,38;0,42;
RSV;2022/2023;2023-U07;1084;Hovedstaden;Alle;M;925213;1032;10;5;1;0,01;1,08;111,54;0,54;
RSV;2022/2023;2023-U07;1082;Midtjylland;01. 0-5 måneder;Alle;6950;32;2;0;0;0,06;28,78;460,43;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;01. 0-5 måneder;K;3408;15;1;0;0;0,07;29,34;440,14;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;01. 0-5 måneder;M;3542;17;1;0;0;0,06;28,23;479,95;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;02. 6-11 måneder;Alle;7082;13;1;1;0;0,08;14,12;183,56;14,12;
RSV;2022/2023;2023-U07;1082;Midtjylland;02. 6-11 måneder;K;3430;5;1;1;0;0,20;29,15;145,77;29,15;
RSV;2022/2023;2023-U07;1082;Midtjylland;02. 6-11 måneder;M;3652;8;0;0;0;0,00;0,00;219,06;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;03. 1 år;Alle;15279;30;2;1;0;0,07;13,09;196,35;6,54;
RSV;2022/2023;2023-U07;1082;Midtjylland;03. 1 år;K;7422;16;0;0;0;0,00;0,00;215,58;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;03. 1 år;M;7857;14;2;1;0;0,14;25,46;178,19;12,73;
RSV;2022/2023;2023-U07;1082;Midtjylland;04. 2 år;Alle;14907;17;0;0;0;0,00;0,00;114,04;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;04. 2 år;K;7263;10;0;0;0;0,00;0,00;137,68;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;04. 2 år;M;7644;7;0;0;0;0,00;0,00;91,58;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;05. 3-5 år;Alle;44458;36;0;0;0;0,00;0,00;80,98;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;05. 3-5 år;K;21557;19;0;0;0;0,00;0,00;88,14;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;05. 3-5 år;M;22901;17;0;0;0;0,00;0,00;74,23;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;06. 6-14 år;Alle;134181;35;0;0;0;0,00;0,00;26,08;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;06. 6-14 år;K;65378;17;0;0;0;0,00;0,00;26,00;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;06. 6-14 år;M;68803;18;0;0;0;0,00;0,00;26,16;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;07. 15-44 år;Alle;515684;132;1;0;0;0,01;0,19;25,60;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;07. 15-44 år;K;253665;76;0;0;0;0,00;0,00;29,96;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;07. 15-44 år;M;262019;56;1;0;0;0,02;0,38;21,37;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;08. 45-64 år;Alle;345701;144;3;0;0;0,02;0,87;41,65;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;08. 45-64 år;K;173206;70;3;0;0;0,04;1,73;40,41;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;08. 45-64 år;M;172495;74;0;0;0;0,00;0,00;42,90;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;09. 65-74 år;Alle;142950;128;1;1;1;0,01;0,70;89,54;0,70;
RSV;2022/2023;2023-U07;1082;Midtjylland;09. 65-74 år;K;72985;59;1;1;0;0,02;1,37;80,84;1,37;
RSV;2022/2023;2023-U07;1082;Midtjylland;09. 65-74 år;M;69965;69;0;0;1;0,00;0,00;98,62;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;10. 75-84 år;Alle;99242;174;2;2;0;0,01;2,02;175,33;2,02;
RSV;2022/2023;2023-U07;1082;Midtjylland;10. 75-84 år;K;52722;78;1;1;0;0,01;1,90;147,95;1,90;
RSV;2022/2023;2023-U07;1082;Midtjylland;10. 75-84 år;M;46520;96;1;1;0;0,01;2,15;206,36;2,15;
RSV;2022/2023;2023-U07;1082;Midtjylland;11. 85+ år;Alle;30030;83;1;1;1;0,01;3,33;276,39;3,33;
RSV;2022/2023;2023-U07;1082;Midtjylland;11. 85+ år;K;18766;40;1;1;1;0,03;5,33;213,15;5,33;
RSV;2022/2023;2023-U07;1082;Midtjylland;11. 85+ år;M;11264;43;0;0;0;0,00;0,00;381,75;0,00;
RSV;2022/2023;2023-U07;1082;Midtjylland;Alle;Alle;1356464;824;13;6;2;0,02;0,96;60,75;0,44;
RSV;2022/2023;2023-U07;1082;Midtjylland;Alle;K;679802;405;8;4;1;0,02;1,18;59,58;0,59;
RSV;2022/2023;2023-U07;1082;Midtjylland;Alle;M;676662;419;5;2;1;0,01;0,74;61,92;0,30;
RSV;2022/2023;2023-U07;1081;Nordjylland;01. 0-5 måneder;Alle;2675;15;0;0;0;0,00;0,00;560,75;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;01. 0-5 måneder;K;1277;8;0;0;0;0,00;0,00;626,47;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;01. 0-5 måneder;M;1398;7;0;0;0;0,00;0,00;500,72;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;02. 6-11 måneder;Alle;2795;9;1;0;0;0,11;35,78;322,00;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;02. 6-11 måneder;K;1356;5;0;0;0;0,00;0,00;368,73;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;02. 6-11 måneder;M;1439;4;1;0;0;0,25;69,49;277,97;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;03. 1 år;Alle;6034;22;0;0;0;0,00;0,00;364,60;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;03. 1 år;K;2940;7;0;0;0;0,00;0,00;238,10;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;03. 1 år;M;3094;15;0;0;0;0,00;0,00;484,81;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;04. 2 år;Alle;5827;12;0;0;0;0,00;0,00;205,94;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;04. 2 år;K;2823;9;0;0;0;0,00;0,00;318,81;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;04. 2 år;M;3004;3;0;0;0;0,00;0,00;99,87;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;05. 3-5 år;Alle;18213;31;0;0;0;0,00;0,00;170,21;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;05. 3-5 år;K;8899;12;0;0;0;0,00;0,00;134,85;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;05. 3-5 år;M;9314;19;0;0;0;0,00;0,00;203,99;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;06. 6-14 år;Alle;55531;53;0;0;0;0,00;0,00;95,44;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;06. 6-14 år;K;26968;20;0;0;0;0,00;0,00;74,16;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;06. 6-14 år;M;28563;33;0;0;0;0,00;0,00;115,53;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;07. 15-44 år;Alle;212636;116;1;0;0;0,01;0,47;54,55;0,00;
RSV;2022/2023;2023-U07;1081;Nordjylland;07. 15-44 år;K;101893;65;1;0;0;0,02;0,98;63,79;0,00;
