"Regionskode";"Region";"Dato";"Døde";"Kummuleret antal døde";"timestamp_2026-03-17T10:00:04.992"
1083;Syddanmark;2022-10-17;5;7162;
1085;Sjælland;2022-10-17;3;7165;
1081;Nordjylland;2022-10-17;2;7167;
1082;Midtjylland;2022-10-17;2;7169;
1084;Hovedstaden;2022-10-17;4;7173;
1083;Syddanmark;2022-10-18;1;7174;
1085;Sjælland;2022-10-18;1;7175;
1081;Nordjylland;2022-10-18;3;7178;
1082;Midtjylland;2022-10-18;1;7179;
1084;Hovedstaden;2022-10-18;2;7181;
1083;Syddanmark;2022-10-19;1;7182;
1085;Sjælland;2022-10-19;3;7185;
1082;Midtjylland;2022-10-19;1;7186;
1084;Hovedstaden;2022-10-19;6;7192;
1083;Syddanmark;2022-10-20;8;7200;
1085;Sjælland;2022-10-20;1;7201;
1081;Nordjylland;2022-10-20;1;7202;
1082;Midtjylland;2022-10-20;1;7203;
1084;Hovedstaden;2022-10-20;3;7206;
1083;Syddanmark;2022-10-21;4;7210;
1085;Sjælland;2022-10-21;3;7213;
1081;Nordjylland;2022-10-21;6;7219;
1082;Midtjylland;2022-10-21;1;7220;
1084;Hovedstaden;2022-10-21;3;7223;
1083;Syddanmark;2022-10-22;4;7227;
1085;Sjælland;2022-10-22;3;7230;
1081;Nordjylland;2022-10-22;1;7231;
1082;Midtjylland;2022-10-22;1;7232;
1084;Hovedstaden;2022-10-22;3;7235;
1083;Syddanmark;2022-10-23;2;7237;
1085;Sjælland;2022-10-23;3;7240;
1081;Nordjylland;2022-10-23;1;7241;
1082;Midtjylland;2022-10-23;2;7243;
1084;Hovedstaden;2022-10-23;2;7245;
1083;Syddanmark;2022-10-24;0;7245;
1085;Sjælland;2022-10-24;2;7247;
1081;Nordjylland;2022-10-24;1;7248;
1084;Hovedstaden;2022-10-24;3;7251;
1083;Syddanmark;2022-10-25;4;7255;
1085;Sjælland;2022-10-25;1;7256;
1081;Nordjylland;2022-10-25;2;7258;
1082;Midtjylland;2022-10-25;1;7259;
1084;Hovedstaden;2022-10-25;2;7261;
1083;Syddanmark;2022-10-26;1;7262;
1085;Sjælland;2022-10-26;6;7268;
1081;Nordjylland;2022-10-26;2;7270;
1082;Midtjylland;2022-10-26;1;7271;
1084;Hovedstaden;2022-10-26;4;7275;
1083;Syddanmark;2022-10-27;2;7277;
1085;Sjælland;2022-10-27;1;7278;
1081;Nordjylland;2022-10-27;1;7279;
1082;Midtjylland;2022-10-27;1;7280;
1084;Hovedstaden;2022-10-27;4;7284;
1083;Syddanmark;2022-10-28;2;7286;
1085;Sjælland;2022-10-28;0;7286;
1081;Nordjylland;2022-10-28;1;7287;
1082;Midtjylland;2022-10-28;1;7288;
1084;Hovedstaden;2022-10-28;1;7289;
1083;Syddanmark;2022-10-29;1;7290;
1085;Sjælland;2022-10-29;1;7291;
1081;Nordjylland;2022-10-29;1;7292;
1082;Midtjylland;2022-10-29;2;7294;
1084;Hovedstaden;2022-10-29;2;7296;
1083;Syddanmark;2022-10-30;2;7298;
1085;Sjælland;2022-10-30;3;7301;
1081;Nordjylland;2022-10-30;1;7302;
1082;Midtjylland;2022-10-30;1;7303;
1084;Hovedstaden;2022-10-30;5;7308;
1083;Syddanmark;2022-10-31;2;7310;
1084;Hovedstaden;2022-10-31;1;7311;
1083;Syddanmark;2022-11-01;3;7314;
1085;Sjælland;2022-11-01;3;7317;
1081;Nordjylland;2022-11-01;1;7318;
1082;Midtjylland;2022-11-01;1;7319;
1084;Hovedstaden;2022-11-01;4;7323;
1083;Syddanmark;2022-11-02;3;7326;
1085;Sjælland;2022-11-02;1;7327;
1081;Nordjylland;2022-11-02;1;7328;
1082;Midtjylland;2022-11-02;1;7329;
1084;Hovedstaden;2022-11-02;3;7332;
1083;Syddanmark;2022-11-03;3;7335;
1085;Sjælland;2022-11-03;2;7337;
1081;Nordjylland;2022-11-03;0;7337;
1082;Midtjylland;2022-11-03;2;7339;
1084;Hovedstaden;2022-11-03;3;7342;
1083;Syddanmark;2022-11-04;4;7346;
1085;Sjælland;2022-11-04;3;7349;
1081;Nordjylland;2022-11-04;2;7351;
1082;Midtjylland;2022-11-04;1;7352;
1084;Hovedstaden;2022-11-04;3;7355;
1083;Syddanmark;2022-11-05;3;7358;
1085;Sjælland;2022-11-05;1;7359;
1081;Nordjylland;2022-11-05;1;7360;
1082;Midtjylland;2022-11-05;1;7361;
1084;Hovedstaden;2022-11-05;1;7362;
1083;Syddanmark;2022-11-06;2;7364;
1085;Sjælland;2022-11-06;2;7366;
1081;Nordjylland;2022-11-06;1;7367;
1084;Hovedstaden;2022-11-06;2;7369;
1083;Syddanmark;2022-11-07;1;7370;
1085;Sjælland;2022-11-07;3;7373;
1082;Midtjylland;2022-11-07;1;7374;
1084;Hovedstaden;2022-11-07;2;7376;
1085;Sjælland;2022-11-08;0;7376;
1081;Nordjylland;2022-11-08;2;7378;
1082;Midtjylland;2022-11-08;2;7380;
1084;Hovedstaden;2022-11-08;2;7382;
1085;Sjælland;2022-11-09;1;7383;
1081;Nordjylland;2022-11-09;0;7383;
1082;Midtjylland;2022-11-09;2;7385;
1084;Hovedstaden;2022-11-09;0;7385;
1083;Syddanmark;2022-11-10;3;7388;
1085;Sjælland;2022-11-10;1;7389;
1081;Nordjylland;2022-11-10;3;7392;
1082;Midtjylland;2022-11-10;1;7393;
1084;Hovedstaden;2022-11-10;3;7396;
1083;Syddanmark;2022-11-11;1;7397;
1081;Nordjylland;2022-11-11;1;7398;
1082;Midtjylland;2022-11-11;0;7398;
1084;Hovedstaden;2022-11-11;1;7399;
1083;Syddanmark;2022-11-12;1;7400;
1081;Nordjylland;2022-11-12;2;7402;
1082;Midtjylland;2022-11-12;1;7403;
1084;Hovedstaden;2022-11-12;3;7406;
1083;Syddanmark;2022-11-13;0;7406;
1081;Nordjylland;2022-11-13;1;7407;
1082;Midtjylland;2022-11-13;0;7407;
1084;Hovedstaden;2022-11-13;1;7408;
1085;Sjælland;2022-11-14;2;7410;
1081;Nordjylland;2022-11-14;3;7413;
1082;Midtjylland;2022-11-14;1;7414;
1084;Hovedstaden;2022-11-14;6;7420;
1083;Syddanmark;2022-11-15;0;7420;
1085;Sjælland;2022-11-15;1;7421;
1081;Nordjylland;2022-11-15;1;7422;
1083;Syddanmark;2022-11-16;1;7423;
1081;Nordjylland;2022-11-16;0;7423;
1082;Midtjylland;2022-11-16;0;7423;
1084;Hovedstaden;2022-11-16;2;7425;
1085;Sjælland;2022-11-17;1;7426;
1082;Midtjylland;2022-11-17;2;7428;
1084;Hovedstaden;2022-11-17;2;7430;
1083;Syddanmark;2022-11-18;1;7431;
1085;Sjælland;2022-11-18;2;7433;
1082;Midtjylland;2022-11-18;1;7434;
1084;Hovedstaden;2022-11-18;3;7437;
1083;Syddanmark;2022-11-19;2;7439;
1085;Sjælland;2022-11-19;2;7441;
1084;Hovedstaden;2022-11-19;2;7443;
1083;Syddanmark;2022-11-20;0;7443;
1085;Sjælland;2022-11-20;1;7444;
1081;Nordjylland;2022-11-20;1;7445;
1082;Midtjylland;2022-11-20;2;7447;
1084;Hovedstaden;2022-11-20;1;7448;
1083;Syddanmark;2022-11-21;1;7449;
1081;Nordjylland;2022-11-21;0;7449;
1082;Midtjylland;2022-11-21;1;7450;
1084;Hovedstaden;2022-11-21;1;7451;
1085;Sjælland;2022-11-22;2;7453;
1081;Nordjylland;2022-11-22;1;7454;
1082;Midtjylland;2022-11-22;0;7454;
1084;Hovedstaden;2022-11-22;1;7455;
1083;Syddanmark;2022-11-23;1;7456;
1085;Sjælland;2022-11-23;1;7457;
1081;Nordjylland;2022-11-23;0;7457;
1084;Hovedstaden;2022-11-23;3;7460;
1083;Syddanmark;2022-11-24;1;7461;
1085;Sjælland;2022-11-24;0;7461;
1082;Midtjylland;2022-11-24;2;7463;
1084;Hovedstaden;2022-11-24;1;7464;
1083;Syddanmark;2022-11-25;1;7465;
1085;Sjælland;2022-11-25;2;7467;
1081;Nordjylland;2022-11-25;0;7467;
1084;Hovedstaden;2022-11-25;2;7469;
1083;Syddanmark;2022-11-26;0;7469;
1084;Hovedstaden;2022-11-26;2;7471;
1083;Syddanmark;2022-11-27;0;7471;
1081;Nordjylland;2022-11-27;3;7474;
1082;Midtjylland;2022-11-27;2;7476;
1084;Hovedstaden;2022-11-27;2;7478;
1085;Sjælland;2022-11-28;0;7478;
1082;Midtjylland;2022-11-28;1;7479;
1084;Hovedstaden;2022-11-28;2;7481;
1083;Syddanmark;2022-11-29;0;7481;
1085;Sjælland;2022-11-29;0;7481;
1081;Nordjylland;2022-11-29;1;7482;
1084;Hovedstaden;2022-11-29;2;7484;
1083;Syddanmark;2022-11-30;0;7484;
1085;Sjælland;2022-11-30;1;7485;
1082;Midtjylland;2022-11-30;2;7487;
1084;Hovedstaden;2022-11-30;2;7489;
1083;Syddanmark;2022-12-01;0;7489;
1085;Sjælland;2022-12-01;1;7490;
1081;Nordjylland;2022-12-01;1;7491;
1082;Midtjylland;2022-12-01;0;7491;
1084;Hovedstaden;2022-12-01;2;7493;
1084;Hovedstaden;2022-12-02;1;7494;
1083;Syddanmark;2022-12-03;3;7497;
1085;Sjælland;2022-12-03;1;7498;
1081;Nordjylland;2022-12-03;1;7499;
1082;Midtjylland;2022-12-03;1;7500;
1084;Hovedstaden;2022-12-03;2;7502;
1083;Syddanmark;2022-12-04;1;7503;
1081;Nordjylland;2022-12-04;1;7504;
1084;Hovedstaden;2022-12-04;3;7507;
1083;Syddanmark;2022-12-05;4;7511;
1085;Sjælland;2022-12-05;1;7512;
1084;Hovedstaden;2022-12-05;1;7513;
1083;Syddanmark;2022-12-06;3;7516;
1085;Sjælland;2022-12-06;0;7516;
1081;Nordjylland;2022-12-06;1;7517;
1084;Hovedstaden;2022-12-06;6;7523;
1083;Syddanmark;2022-12-07;1;7524;
1085;Sjælland;2022-12-07;1;7525;
1082;Midtjylland;2022-12-07;2;7527;
1084;Hovedstaden;2022-12-07;1;7528;
1083;Syddanmark;2022-12-08;3;7531;
1085;Sjælland;2022-12-08;0;7531;
1081;Nordjylland;2022-12-08;1;7532;
1082;Midtjylland;2022-12-08;1;7533;
1084;Hovedstaden;2022-12-08;0;7533;
1083;Syddanmark;2022-12-09;6;7539;
1081;Nordjylland;2022-12-09;1;7540;
1082;Midtjylland;2022-12-09;2;7542;
1084;Hovedstaden;2022-12-09;3;7545;
1085;Sjælland;2022-12-10;0;7545;
1082;Midtjylland;2022-12-10;1;7546;
1084;Hovedstaden;2022-12-10;1;7547;
1081;Nordjylland;2022-12-11;1;7548;
1082;Midtjylland;2022-12-11;2;7550;
1084;Hovedstaden;2022-12-11;3;7553;
1083;Syddanmark;2022-12-12;4;7557;
1085;Sjælland;2022-12-12;0;7557;
1082;Midtjylland;2022-12-12;1;7558;
1084;Hovedstaden;2022-12-12;5;7563;
1083;Syddanmark;2022-12-13;1;7564;
1085;Sjælland;2022-12-13;1;7565;
1081;Nordjylland;2022-12-13;2;7567;
1082;Midtjylland;2022-12-13;2;7569;
1084;Hovedstaden;2022-12-13;2;7571;
1083;Syddanmark;2022-12-14;1;7572;
1085;Sjælland;2022-12-14;0;7572;
1082;Midtjylland;2022-12-14;2;7574;
1084;Hovedstaden;2022-12-14;5;7579;
1083;Syddanmark;2022-12-15;2;7581;
1085;Sjælland;2022-12-15;1;7582;
1081;Nordjylland;2022-12-15;1;7583;
1084;Hovedstaden;2022-12-15;5;7588;
1083;Syddanmark;2022-12-16;1;7589;
1085;Sjælland;2022-12-16;0;7589;
1081;Nordjylland;2022-12-16;0;7589;
1082;Midtjylland;2022-12-16;3;7592;
1084;Hovedstaden;2022-12-16;4;7596;
1083;Syddanmark;2022-12-17;1;7597;
1085;Sjælland;2022-12-17;1;7598;
1081;Nordjylland;2022-12-17;1;7599;
1084;Hovedstaden;2022-12-17;5;7604;
1083;Syddanmark;2022-12-18;2;7606;
1085;Sjælland;2022-12-18;1;7607;
1081;Nordjylland;2022-12-18;2;7609;
1082;Midtjylland;2022-12-18;4;7613;
1084;Hovedstaden;2022-12-18;5;7618;
1083;Syddanmark;2022-12-19;0;7618;
1085;Sjælland;2022-12-19;4;7622;
1081;Nordjylland;2022-12-19;1;7623;
1082;Midtjylland;2022-12-19;1;7624;
1084;Hovedstaden;2022-12-19;3;7627;
1083;Syddanmark;2022-12-20;1;7628;
1081;Nordjylland;2022-12-20;1;7629;
1082;Midtjylland;2022-12-20;1;7630;
1084;Hovedstaden;2022-12-20;7;7637;
1083;Syddanmark;2022-12-21;2;7639;
1085;Sjælland;2022-12-21;1;7640;
1081;Nordjylland;2022-12-21;1;7641;
1084;Hovedstaden;2022-12-21;7;7648;
1083;Syddanmark;2022-12-22;2;7650;
1085;Sjælland;2022-12-22;3;7653;
1081;Nordjylland;2022-12-22;2;7655;
1082;Midtjylland;2022-12-22;2;7657;
1084;Hovedstaden;2022-12-22;5;7662;
1083;Syddanmark;2022-12-23;3;7665;
1085;Sjælland;2022-12-23;1;7666;
1082;Midtjylland;2022-12-23;2;7668;
1084;Hovedstaden;2022-12-23;4;7672;
1083;Syddanmark;2022-12-24;1;7673;
1085;Sjælland;2022-12-24;0;7673;
1081;Nordjylland;2022-12-24;1;7674;
1082;Midtjylland;2022-12-24;4;7678;
1084;Hovedstaden;2022-12-24;3;7681;
1083;Syddanmark;2022-12-25;2;7683;
1085;Sjælland;2022-12-25;3;7686;
1082;Midtjylland;2022-12-25;5;7691;
1084;Hovedstaden;2022-12-25;3;7694;
1083;Syddanmark;2022-12-26;5;7699;
1081;Nordjylland;2022-12-26;2;7701;
1082;Midtjylland;2022-12-26;1;7702;
1084;Hovedstaden;2022-12-26;4;7706;
1083;Syddanmark;2022-12-27;2;7708;
1085;Sjælland;2022-12-27;0;7708;
1081;Nordjylland;2022-12-27;1;7709;
1082;Midtjylland;2022-12-27;1;7710;
1084;Hovedstaden;2022-12-27;1;7711;
1083;Syddanmark;2022-12-28;2;7713;
1085;Sjælland;2022-12-28;3;7716;
1081;Nordjylland;2022-12-28;5;7721;
1082;Midtjylland;2022-12-28;3;7724;
1084;Hovedstaden;2022-12-28;4;7728;
1083;Syddanmark;2022-12-29;1;7729;
1085;Sjælland;2022-12-29;1;7730;
1081;Nordjylland;2022-12-29;2;7732;
1082;Midtjylland;2022-12-29;1;7733;
1084;Hovedstaden;2022-12-29;5;7738;
1083;Syddanmark;2022-12-30;6;7744;
1085;Sjælland;2022-12-30;1;7745;
1081;Nordjylland;2022-12-30;1;7746;
1082;Midtjylland;2022-12-30;2;7748;
1084;Hovedstaden;2022-12-30;2;7750;
1083;Syddanmark;2022-12-31;5;7755;
1085;Sjælland;2022-12-31;5;7760;
1081;Nordjylland;2022-12-31;2;7762;
1082;Midtjylland;2022-12-31;3;7765;
1084;Hovedstaden;2022-12-31;9;7774;
1083;Syddanmark;2023-01-01;1;7775;
1085;Sjælland;2023-01-01;4;7779;
1081;Nordjylland;2023-01-01;2;7781;
1082;Midtjylland;2023-01-01;1;7782;
1084;Hovedstaden;2023-01-01;8;7790;
1083;Syddanmark;2023-01-02;3;7793;
1081;Nordjylland;2023-01-02;2;7795;
1082;Midtjylland;2023-01-02;4;7799;
1084;Hovedstaden;2023-01-02;6;7805;
1083;Syddanmark;2023-01-03;3;7808;
1085;Sjælland;2023-01-03;6;7814;
1081;Nordjylland;2023-01-03;1;7815;
1082;Midtjylland;2023-01-03;3;7818;
1084;Hovedstaden;2023-01-03;3;7821;
1083;Syddanmark;2023-01-04;4;7825;
1085;Sjælland;2023-01-04;1;7826;
1081;Nordjylland;2023-01-04;1;7827;
1082;Midtjylland;2023-01-04;6;7833;
1084;Hovedstaden;2023-01-04;2;7835;
1083;Syddanmark;2023-01-05;1;7836;
1085;Sjælland;2023-01-05;2;7838;
1082;Midtjylland;2023-01-05;3;7841;
1084;Hovedstaden;2023-01-05;5;7846;
1083;Syddanmark;2023-01-06;3;7849;
1085;Sjælland;2023-01-06;3;7852;
1081;Nordjylland;2023-01-06;1;7853;
1082;Midtjylland;2023-01-06;5;7858;
1084;Hovedstaden;2023-01-06;8;7866;
1083;Syddanmark;2023-01-07;4;7870;
1085;Sjælland;2023-01-07;1;7871;
1081;Nordjylland;2023-01-07;1;7872;
1082;Midtjylland;2023-01-07;3;7875;
1084;Hovedstaden;2023-01-07;4;7879;
1083;Syddanmark;2023-01-08;1;7880;
1085;Sjælland;2023-01-08;3;7883;
1081;Nordjylland;2023-01-08;1;7884;
1082;Midtjylland;2023-01-08;2;7886;
1084;Hovedstaden;2023-01-08;2;7888;
1083;Syddanmark;2023-01-09;4;7892;
1085;Sjælland;2023-01-09;5;7897;
1081;Nordjylland;2023-01-09;2;7899;
1082;Midtjylland;2023-01-09;5;7904;
1084;Hovedstaden;2023-01-09;4;7908;
1083;Syddanmark;2023-01-10;6;7914;
1085;Sjælland;2023-01-10;1;7915;
1081;Nordjylland;2023-01-10;2;7917;
1084;Hovedstaden;2023-01-10;4;7921;
1083;Syddanmark;2023-01-11;1;7922;
1081;Nordjylland;2023-01-11;1;7923;
1082;Midtjylland;2023-01-11;3;7926;
1084;Hovedstaden;2023-01-11;6;7932;
1083;Syddanmark;2023-01-12;3;7935;
1085;Sjælland;2023-01-12;3;7938;
1081;Nordjylland;2023-01-12;3;7941;
1082;Midtjylland;2023-01-12;1;7942;
1084;Hovedstaden;2023-01-12;3;7945;
1083;Syddanmark;2023-01-13;5;7950;
1085;Sjælland;2023-01-13;3;7953;
1081;Nordjylland;2023-01-13;1;7954;
1082;Midtjylland;2023-01-13;2;7956;
1084;Hovedstaden;2023-01-13;3;7959;
1085;Sjælland;2023-01-14;1;7960;
1081;Nordjylland;2023-01-14;2;7962;
1082;Midtjylland;2023-01-14;2;7964;
1084;Hovedstaden;2023-01-14;4;7968;
1083;Syddanmark;2023-01-15;2;7970;
1085;Sjælland;2023-01-15;1;7971;
1081;Nordjylland;2023-01-15;2;7973;
1082;Midtjylland;2023-01-15;1;7974;
1084;Hovedstaden;2023-01-15;5;7979;
1083;Syddanmark;2023-01-16;4;7983;
1085;Sjælland;2023-01-16;1;7984;
1081;Nordjylland;2023-01-16;1;7985;
1082;Midtjylland;2023-01-16;3;7988;
1084;Hovedstaden;2023-01-16;4;7992;
1083;Syddanmark;2023-01-17;1;7993;
1085;Sjælland;2023-01-17;0;7993;
1081;Nordjylland;2023-01-17;1;7994;
1082;Midtjylland;2023-01-17;3;7997;
1084;Hovedstaden;2023-01-17;4;8001;
1083;Syddanmark;2023-01-18;1;8002;
1085;Sjælland;2023-01-18;5;8007;
1082;Midtjylland;2023-01-18;4;8011;
1084;Hovedstaden;2023-01-18;5;8016;
1083;Syddanmark;2023-01-19;1;8017;
1085;Sjælland;2023-01-19;1;8018;
1081;Nordjylland;2023-01-19;2;8020;
1082;Midtjylland;2023-01-19;1;8021;
1084;Hovedstaden;2023-01-19;8;8029;
1083;Syddanmark;2023-01-20;2;8031;
1085;Sjælland;2023-01-20;2;8033;
1081;Nordjylland;2023-01-20;0;8033;
1082;Midtjylland;2023-01-20;0;8033;
1084;Hovedstaden;2023-01-20;4;8037;
1083;Syddanmark;2023-01-21;1;8038;
1085;Sjælland;2023-01-21;1;8039;
1082;Midtjylland;2023-01-21;3;8042;
1084;Hovedstaden;2023-01-21;2;8044;
1083;Syddanmark;2023-01-22;1;8045;
1085;Sjælland;2023-01-22;3;8048;
1081;Nordjylland;2023-01-22;2;8050;
1082;Midtjylland;2023-01-22;2;8052;
1084;Hovedstaden;2023-01-22;1;8053;
1083;Syddanmark;2023-01-23;2;8055;
1085;Sjælland;2023-01-23;0;8055;
1081;Nordjylland;2023-01-23;1;8056;
1082;Midtjylland;2023-01-23;0;8056;
1084;Hovedstaden;2023-01-23;1;8057;
1083;Syddanmark;2023-01-24;2;8059;
1085;Sjælland;2023-01-24;0;8059;
1081;Nordjylland;2023-01-24;2;8061;
1082;Midtjylland;2023-01-24;2;8063;
1084;Hovedstaden;2023-01-24;1;8064;
1083;Syddanmark;2023-01-25;0;8064;
1081;Nordjylland;2023-01-25;0;8064;
1082;Midtjylland;2023-01-25;0;8064;
1084;Hovedstaden;2023-01-25;5;8069;
1083;Syddanmark;2023-01-26;1;8070;
1085;Sjælland;2023-01-26;0;8070;
1081;Nordjylland;2023-01-26;0;8070;
1082;Midtjylland;2023-01-26;1;8071;
1084;Hovedstaden;2023-01-26;2;8073;
1083;Syddanmark;2023-01-27;0;8073;
1085;Sjælland;2023-01-27;3;8076;
1082;Midtjylland;2023-01-27;2;8078;
1084;Hovedstaden;2023-01-27;3;8081;
1083;Syddanmark;2023-01-28;4;8085;
1085;Sjælland;2023-01-28;1;8086;
1081;Nordjylland;2023-01-28;0;8086;
1082;Midtjylland;2023-01-28;1;8087;
1084;Hovedstaden;2023-01-28;2;8089;
1083;Syddanmark;2023-01-29;1;8090;
1085;Sjælland;2023-01-29;0;8090;
1081;Nordjylland;2023-01-29;1;8091;
1082;Midtjylland;2023-01-29;0;8091;
1084;Hovedstaden;2023-01-29;1;8092;
1083;Syddanmark;2023-01-30;3;8095;
1085;Sjælland;2023-01-30;3;8098;
1084;Hovedstaden;2023-01-30;1;8099;
1083;Syddanmark;2023-01-31;2;8101;
1085;Sjælland;2023-01-31;1;8102;
1081;Nordjylland;2023-01-31;2;8104;
1084;Hovedstaden;2023-01-31;1;8105;
1083;Syddanmark;2023-02-01;2;8107;
1081;Nordjylland;2023-02-01;2;8109;
1082;Midtjylland;2023-02-01;2;8111;
1084;Hovedstaden;2023-02-01;2;8113;
1083;Syddanmark;2023-02-02;1;8114;
1085;Sjælland;2023-02-02;0;8114;
1081;Nordjylland;2023-02-02;1;8115;
1084;Hovedstaden;2023-02-02;3;8118;
1083;Syddanmark;2023-02-03;2;8120;
1085;Sjælland;2023-02-03;2;8122;
1081;Nordjylland;2023-02-03;0;8122;
1082;Midtjylland;2023-02-03;1;8123;
1084;Hovedstaden;2023-02-03;2;8125;
1083;Syddanmark;2023-02-04;2;8127;
1085;Sjælland;2023-02-04;0;8127;
1081;Nordjylland;2023-02-04;1;8128;
1082;Midtjylland;2023-02-04;0;8128;
1084;Hovedstaden;2023-02-04;2;8130;
1083;Syddanmark;2023-02-05;0;8130;
1085;Sjælland;2023-02-05;1;8131;
1082;Midtjylland;2023-02-05;1;8132;
1084;Hovedstaden;2023-02-05;1;8133;
1083;Syddanmark;2023-02-06;1;8134;
1085;Sjælland;2023-02-06;0;8134;
1081;Nordjylland;2023-02-06;3;8137;
1082;Midtjylland;2023-02-06;1;8138;
1084;Hovedstaden;2023-02-06;0;8138;
1085;Sjælland;2023-02-07;0;8138;
1081;Nordjylland;2023-02-07;0;8138;
1082;Midtjylland;2023-02-07;1;8139;
1083;Syddanmark;2023-02-08;1;8140;
1081;Nordjylland;2023-02-08;1;8141;
1082;Midtjylland;2023-02-08;0;8141;
1084;Hovedstaden;2023-02-08;0;8141;
1083;Syddanmark;2023-02-09;2;8143;
1081;Nordjylland;2023-02-09;0;8143;
1082;Midtjylland;2023-02-09;0;8143;
1084;Hovedstaden;2023-02-09;1;8144;
1085;Sjælland;2023-02-10;1;8145;
1081;Nordjylland;2023-02-10;0;8145;
1082;Midtjylland;2023-02-10;1;8146;
1084;Hovedstaden;2023-02-10;0;8146;
1083;Syddanmark;2023-02-11;2;8148;
1085;Sjælland;2023-02-11;1;8149;
1081;Nordjylland;2023-02-11;1;8150;
1082;Midtjylland;2023-02-11;0;8150;
1084;Hovedstaden;2023-02-11;4;8154;
1083;Syddanmark;2023-02-12;2;8156;
1085;Sjælland;2023-02-12;1;8157;
1081;Nordjylland;2023-02-12;0;8157;
1084;Hovedstaden;2023-02-12;1;8158;
1083;Syddanmark;2023-02-13;1;8159;
1085;Sjælland;2023-02-13;1;8160;
1081;Nordjylland;2023-02-13;2;8162;
1082;Midtjylland;2023-02-13;0;8162;
1084;Hovedstaden;2023-02-13;2;8164;
1085;Sjælland;2023-02-14;1;8165;
1081;Nordjylland;2023-02-14;1;8166;
1082;Midtjylland;2023-02-14;1;8167;
1083;Syddanmark;2023-02-15;2;8169;
1085;Sjælland;2023-02-15;0;8169;
1081;Nordjylland;2023-02-15;2;8171;
1082;Midtjylland;2023-02-15;0;8171;
1084;Hovedstaden;2023-02-15;4;8175;
1083;Syddanmark;2023-02-16;2;8177;
1085;Sjælland;2023-02-16;0;8177;
1082;Midtjylland;2023-02-16;2;8179;
1084;Hovedstaden;2023-02-16;1;8180;
1083;Syddanmark;2023-02-17;0;8180;
1085;Sjælland;2023-02-17;1;8181;
1082;Midtjylland;2023-02-17;0;8181;
1084;Hovedstaden;2023-02-17;1;8182;
1083;Syddanmark;2023-02-18;2;8184;
1085;Sjælland;2023-02-18;0;8184;
1081;Nordjylland;2023-02-18;1;8185;
1082;Midtjylland;2023-02-18;0;8185;
1084;Hovedstaden;2023-02-18;0;8185;
1082;Midtjylland;2023-02-19;0;8185;
1084;Hovedstaden;2023-02-19;3;8188;
1082;Midtjylland;2023-02-20;1;8189;
1083;Syddanmark;2023-02-21;0;8189;
1084;Hovedstaden;2023-02-21;2;8191;
1083;Syddanmark;2023-02-22;1;8192;
1085;Sjælland;2023-02-22;0;8192;
1081;Nordjylland;2023-02-22;1;8193;
1084;Hovedstaden;2023-02-22;0;8193;
1083;Syddanmark;2023-02-23;2;8195;
1085;Sjælland;2023-02-23;0;8195;
1082;Midtjylland;2023-02-23;1;8196;
1084;Hovedstaden;2023-02-23;1;8197;
1083;Syddanmark;2023-02-24;0;8197;
1085;Sjælland;2023-02-24;1;8198;
1081;Nordjylland;2023-02-24;1;8199;
1082;Midtjylland;2023-02-24;2;8201;
1084;Hovedstaden;2023-02-24;1;8202;
1083;Syddanmark;2023-02-25;3;8205;
1085;Sjælland;2023-02-25;2;8207;
1081;Nordjylland;2023-02-25;1;8208;
1082;Midtjylland;2023-02-25;0;8208;
1084;Hovedstaden;2023-02-25;1;8209;
1083;Syddanmark;2023-02-26;0;8209;
1085;Sjælland;2023-02-26;0;8209;
1082;Midtjylland;2023-02-26;0;8209;
1084;Hovedstaden;2023-02-26;1;8210;
1083;Syddanmark;2023-02-27;0;8210;
1085;Sjælland;2023-02-27;4;8214;
1082;Midtjylland;2023-02-27;0;8214;
1084;Hovedstaden;2023-02-27;3;8217;
1085;Sjælland;2023-02-28;1;8218;
1081;Nordjylland;2023-02-28;1;8219;
1082;Midtjylland;2023-02-28;1;8220;
1084;Hovedstaden;2023-02-28;2;8222;
1085;Sjælland;2023-03-01;1;8223;
1082;Midtjylland;2023-03-01;1;8224;
1084;Hovedstaden;2023-03-01;0;8224;
1084;Hovedstaden;2023-03-02;1;8225;
1083;Syddanmark;2023-03-03;0;8225;
1085;Sjælland;2023-03-03;1;8226;
1084;Hovedstaden;2023-03-03;3;8229;
1083;Syddanmark;2023-03-04;1;8230;
1085;Sjælland;2023-03-04;1;8231;
1084;Hovedstaden;2023-03-04;3;8234;
1083;Syddanmark;2023-03-05;1;8235;
1084;Hovedstaden;2023-03-05;1;8236;
1083;Syddanmark;2023-03-06;1;8237;
1085;Sjælland;2023-03-06;0;8237;
1081;Nordjylland;2023-03-06;1;8238;
1082;Midtjylland;2023-03-06;1;8239;
1084;Hovedstaden;2023-03-06;1;8240;
1085;Sjælland;2023-03-07;1;8241;
1082;Midtjylland;2023-03-07;0;8241;
1084;Hovedstaden;2023-03-07;2;8243;
1083;Syddanmark;2023-03-08;1;8244;
1085;Sjælland;2023-03-08;1;8245;
1082;Midtjylland;2023-03-08;1;8246;
1084;Hovedstaden;2023-03-08;2;8248;
1085;Sjælland;2023-03-09;2;8250;
1081;Nordjylland;2023-03-09;1;8251;
1082;Midtjylland;2023-03-09;1;8252;
1084;Hovedstaden;2023-03-09;1;8253;
