"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"timestamp_2026-07-28T11:40:01.465"
1084;Hovedstaden;2020-07-17;M;11;0;1;614;13098;2443;
1081;Nordjylland;2020-07-17;M;1;0;0;614;13099;2443;
1085;Sjælland;2020-07-17;M;5;0;0;614;13104;2443;
1084;Hovedstaden;2020-07-18;F;17;0;2;614;13121;2445;
1085;Sjælland;2020-07-18;F;7;0;0;614;13128;2445;
1084;Hovedstaden;2020-07-18;M;13;0;0;614;13141;2445;
1085;Sjælland;2020-07-18;M;6;0;1;614;13147;2446;
1084;Hovedstaden;2020-07-19;F;15;0;2;614;13162;2448;
1081;Nordjylland;2020-07-19;F;1;0;0;614;13163;2448;
1085;Sjælland;2020-07-19;F;3;0;0;614;13166;2448;
1084;Hovedstaden;2020-07-19;M;3;0;0;614;13169;2448;
1082;Midtjylland;2020-07-19;M;1;0;0;614;13170;2448;
1081;Nordjylland;2020-07-19;M;1;0;0;614;13171;2448;
1085;Sjælland;2020-07-19;M;4;0;1;614;13175;2449;
1084;Hovedstaden;2020-07-20;F;11;0;0;614;13186;2449;
1082;Midtjylland;2020-07-20;F;1;0;0;614;13187;2449;
1085;Sjælland;2020-07-20;F;4;0;0;614;13191;2449;
1083;Syddanmark;2020-07-20;F;1;0;0;614;13192;2449;
1084;Hovedstaden;2020-07-20;M;11;0;1;614;13203;2450;
1082;Midtjylland;2020-07-20;M;2;0;0;614;13205;2450;
1085;Sjælland;2020-07-20;M;3;0;0;614;13208;2450;
1084;Hovedstaden;2020-07-21;F;17;0;1;614;13225;2451;
1081;Nordjylland;2020-07-21;F;2;0;0;614;13227;2451;
1085;Sjælland;2020-07-21;F;3;0;0;614;13230;2451;
1084;Hovedstaden;2020-07-21;M;10;0;3;614;13240;2454;
1082;Midtjylland;2020-07-21;M;2;0;0;614;13242;2454;
1081;Nordjylland;2020-07-21;M;1;0;0;614;13243;2454;
1085;Sjælland;2020-07-21;M;1;0;0;614;13244;2454;
1084;Hovedstaden;2020-07-22;F;15;0;0;614;13259;2454;
1081;Nordjylland;2020-07-22;F;1;0;0;614;13260;2454;
1085;Sjælland;2020-07-22;F;2;0;0;614;13262;2454;
1083;Syddanmark;2020-07-22;F;1;0;0;614;13263;2454;
1084;Hovedstaden;2020-07-22;M;7;1;1;615;13270;2455;
1081;Nordjylland;2020-07-22;M;3;0;0;615;13273;2455;
1085;Sjælland;2020-07-22;M;5;0;0;615;13278;2455;
1083;Syddanmark;2020-07-22;M;1;0;1;615;13279;2456;
1084;Hovedstaden;2020-07-23;F;26;1;1;616;13305;2457;
1082;Midtjylland;2020-07-23;F;2;0;0;616;13307;2457;
1081;Nordjylland;2020-07-23;F;1;0;0;616;13308;2457;
1085;Sjælland;2020-07-23;F;2;0;0;616;13310;2457;
1083;Syddanmark;2020-07-23;F;4;0;0;616;13314;2457;
1084;Hovedstaden;2020-07-23;M;11;0;0;616;13325;2457;
1081;Nordjylland;2020-07-23;M;2;0;1;616;13327;2458;
1085;Sjælland;2020-07-23;M;3;0;1;616;13330;2459;
1083;Syddanmark;2020-07-23;M;1;0;0;616;13331;2459;
1084;Hovedstaden;2020-07-24;F;9;1;1;617;13340;2460;
1082;Midtjylland;2020-07-24;F;5;0;0;617;13345;2460;
1085;Sjælland;2020-07-24;F;1;0;0;617;13346;2460;
1083;Syddanmark;2020-07-24;F;2;0;1;617;13348;2461;
1084;Hovedstaden;2020-07-24;M;12;0;0;617;13360;2461;
1082;Midtjylland;2020-07-24;M;3;0;0;617;13363;2461;
1081;Nordjylland;2020-07-24;M;1;0;0;617;13364;2461;
1085;Sjælland;2020-07-24;M;1;0;0;617;13365;2461;
1083;Syddanmark;2020-07-24;M;2;0;1;617;13367;2462;
1084;Hovedstaden;2020-07-25;F;6;0;0;617;13373;2462;
1082;Midtjylland;2020-07-25;F;3;0;0;617;13376;2462;
1085;Sjælland;2020-07-25;F;5;0;0;617;13381;2462;
1083;Syddanmark;2020-07-25;F;2;0;0;617;13383;2462;
1084;Hovedstaden;2020-07-25;M;3;0;0;617;13386;2462;
1082;Midtjylland;2020-07-25;M;2;0;0;617;13388;2462;
1081;Nordjylland;2020-07-25;M;1;0;1;617;13389;2463;
1085;Sjælland;2020-07-25;M;4;1;2;618;13393;2465;
1083;Syddanmark;2020-07-25;M;1;0;0;618;13394;2465;
1084;Hovedstaden;2020-07-26;F;8;0;1;618;13402;2466;
1082;Midtjylland;2020-07-26;F;4;0;0;618;13406;2466;
1081;Nordjylland;2020-07-26;F;1;0;0;618;13407;2466;
1085;Sjælland;2020-07-26;F;2;0;1;618;13409;2467;
1083;Syddanmark;2020-07-26;F;3;0;0;618;13412;2467;
1084;Hovedstaden;2020-07-26;M;5;0;1;618;13417;2468;
1083;Syddanmark;2020-07-26;M;1;0;0;618;13418;2468;
1084;Hovedstaden;2020-07-27;F;9;0;0;618;13427;2468;
1082;Midtjylland;2020-07-27;F;3;0;0;618;13430;2468;
1081;Nordjylland;2020-07-27;F;1;0;0;618;13431;2468;
1085;Sjælland;2020-07-27;F;6;0;2;618;13437;2470;
1083;Syddanmark;2020-07-27;F;5;0;0;618;13442;2470;
1084;Hovedstaden;2020-07-27;M;14;0;0;618;13456;2470;
1082;Midtjylland;2020-07-27;M;3;0;0;618;13459;2470;
1081;Nordjylland;2020-07-27;M;1;0;0;618;13460;2470;
1085;Sjælland;2020-07-27;M;16;0;1;618;13476;2471;
1083;Syddanmark;2020-07-27;M;5;0;0;618;13481;2471;
1084;Hovedstaden;2020-07-28;F;6;0;0;618;13487;2471;
1082;Midtjylland;2020-07-28;F;8;0;0;618;13495;2471;
1081;Nordjylland;2020-07-28;F;2;0;0;618;13497;2471;
1085;Sjælland;2020-07-28;F;3;0;0;618;13500;2471;
1083;Syddanmark;2020-07-28;F;4;0;0;618;13504;2471;
1084;Hovedstaden;2020-07-28;M;24;0;0;618;13528;2471;
1082;Midtjylland;2020-07-28;M;4;0;0;618;13532;2471;
1081;Nordjylland;2020-07-28;M;2;0;0;618;13534;2471;
1085;Sjælland;2020-07-28;M;23;0;4;618;13557;2475;
1083;Syddanmark;2020-07-28;M;1;0;1;618;13558;2476;
1084;Hovedstaden;2020-07-29;F;9;0;2;618;13567;2478;
1082;Midtjylland;2020-07-29;F;4;0;1;618;13571;2479;
1081;Nordjylland;2020-07-29;F;1;0;0;618;13572;2479;
1085;Sjælland;2020-07-29;F;3;1;1;619;13575;2480;
1083;Syddanmark;2020-07-29;F;2;0;0;619;13577;2480;
1084;Hovedstaden;2020-07-29;M;14;0;1;619;13591;2481;
1082;Midtjylland;2020-07-29;M;6;0;2;619;13597;2483;
1081;Nordjylland;2020-07-29;M;4;0;0;619;13601;2483;
1085;Sjælland;2020-07-29;M;10;0;0;619;13611;2483;
1083;Syddanmark;2020-07-29;M;7;0;0;619;13618;2483;
1084;Hovedstaden;2020-07-30;F;12;0;0;619;13630;2483;
1082;Midtjylland;2020-07-30;F;14;0;0;619;13644;2483;
1081;Nordjylland;2020-07-30;F;2;0;0;619;13646;2483;
1085;Sjælland;2020-07-30;F;7;0;0;619;13653;2483;
1083;Syddanmark;2020-07-30;F;2;0;0;619;13655;2483;
1084;Hovedstaden;2020-07-30;M;14;0;1;619;13669;2484;
1082;Midtjylland;2020-07-30;M;7;0;1;619;13676;2485;
1081;Nordjylland;2020-07-30;M;2;0;0;619;13678;2485;
1085;Sjælland;2020-07-30;M;19;0;0;619;13697;2485;
1083;Syddanmark;2020-07-30;M;5;0;0;619;13702;2485;
1084;Hovedstaden;2020-07-31;F;9;0;0;619;13711;2485;
1082;Midtjylland;2020-07-31;F;5;0;0;619;13716;2485;
1081;Nordjylland;2020-07-31;F;2;0;0;619;13718;2485;
1085;Sjælland;2020-07-31;F;4;0;0;619;13722;2485;
1083;Syddanmark;2020-07-31;F;4;0;0;619;13726;2485;
1084;Hovedstaden;2020-07-31;M;4;0;0;619;13730;2485;
1082;Midtjylland;2020-07-31;M;13;0;1;619;13743;2486;
1081;Nordjylland;2020-07-31;M;1;0;0;619;13744;2486;
1085;Sjælland;2020-07-31;M;9;0;0;619;13753;2486;
1083;Syddanmark;2020-07-31;M;7;0;0;619;13760;2486;
1084;Hovedstaden;2020-08-01;F;4;0;0;619;13764;2486;
1082;Midtjylland;2020-08-01;F;7;1;1;620;13771;2487;
1081;Nordjylland;2020-08-01;F;1;0;0;620;13772;2487;
1085;Sjælland;2020-08-01;F;3;0;0;620;13775;2487;
1083;Syddanmark;2020-08-01;F;3;0;0;620;13778;2487;
1084;Hovedstaden;2020-08-01;M;7;0;0;620;13785;2487;
1082;Midtjylland;2020-08-01;M;23;0;0;620;13808;2487;
1081;Nordjylland;2020-08-01;M;3;0;0;620;13811;2487;
1085;Sjælland;2020-08-01;M;11;0;0;620;13822;2487;
1083;Syddanmark;2020-08-01;M;3;0;0;620;13825;2487;
1084;Hovedstaden;2020-08-02;F;12;0;0;620;13837;2487;
1082;Midtjylland;2020-08-02;F;14;0;0;620;13851;2487;
1081;Nordjylland;2020-08-02;F;2;0;0;620;13853;2487;
1085;Sjælland;2020-08-02;F;3;0;0;620;13856;2487;
1083;Syddanmark;2020-08-02;F;1;0;0;620;13857;2487;
1084;Hovedstaden;2020-08-02;M;9;0;0;620;13866;2487;
1082;Midtjylland;2020-08-02;M;25;0;2;620;13891;2489;
1081;Nordjylland;2020-08-02;M;4;0;0;620;13895;2489;
1085;Sjælland;2020-08-02;M;6;1;1;621;13901;2490;
1083;Syddanmark;2020-08-02;M;2;0;0;621;13903;2490;
1084;Hovedstaden;2020-08-03;F;9;0;0;621;13912;2490;
1082;Midtjylland;2020-08-03;F;24;0;1;621;13936;2491;
1081;Nordjylland;2020-08-03;F;3;0;0;621;13939;2491;
1085;Sjælland;2020-08-03;F;8;0;0;621;13947;2491;
1083;Syddanmark;2020-08-03;F;4;0;0;621;13951;2491;
1084;Hovedstaden;2020-08-03;M;12;0;0;621;13963;2491;
1082;Midtjylland;2020-08-03;M;29;0;2;621;13992;2493;
1081;Nordjylland;2020-08-03;M;2;0;0;621;13994;2493;
1085;Sjælland;2020-08-03;M;21;0;2;621;14015;2495;
1083;Syddanmark;2020-08-03;M;5;0;0;621;14020;2495;
1084;Hovedstaden;2020-08-04;F;14;0;0;621;14034;2495;
1082;Midtjylland;2020-08-04;F;21;0;0;621;14055;2495;
1081;Nordjylland;2020-08-04;F;3;0;0;621;14058;2495;
1085;Sjælland;2020-08-04;F;9;0;0;621;14067;2495;
1083;Syddanmark;2020-08-04;F;4;0;0;621;14071;2495;
1084;Hovedstaden;2020-08-04;M;11;0;1;621;14082;2496;
1082;Midtjylland;2020-08-04;M;38;0;1;621;14120;2497;
1081;Nordjylland;2020-08-04;M;1;0;0;621;14121;2497;
1085;Sjælland;2020-08-04;M;12;0;2;621;14133;2499;
1083;Syddanmark;2020-08-04;M;8;0;0;621;14141;2499;
1084;Hovedstaden;2020-08-05;F;14;0;0;621;14155;2499;
1082;Midtjylland;2020-08-05;F;25;0;2;621;14180;2501;
1081;Nordjylland;2020-08-05;F;2;0;0;621;14182;2501;
1085;Sjælland;2020-08-05;F;3;0;0;621;14185;2501;
1083;Syddanmark;2020-08-05;F;3;0;0;621;14188;2501;
1084;Hovedstaden;2020-08-05;M;15;0;1;621;14203;2502;
1082;Midtjylland;2020-08-05;M;41;0;2;621;14244;2504;
1081;Nordjylland;2020-08-05;M;2;0;0;621;14246;2504;
1085;Sjælland;2020-08-05;M;5;0;1;621;14251;2505;
1083;Syddanmark;2020-08-05;M;6;0;0;621;14257;2505;
1084;Hovedstaden;2020-08-06;F;13;0;2;621;14270;2507;
1082;Midtjylland;2020-08-06;F;37;0;1;621;14307;2508;
1081;Nordjylland;2020-08-06;F;3;0;0;621;14310;2508;
1085;Sjælland;2020-08-06;F;5;0;0;621;14315;2508;
1083;Syddanmark;2020-08-06;F;7;0;1;621;14322;2509;
1084;Hovedstaden;2020-08-06;M;22;0;2;621;14344;2511;
1082;Midtjylland;2020-08-06;M;50;0;2;621;14394;2513;
1081;Nordjylland;2020-08-06;M;1;0;0;621;14395;2513;
1085;Sjælland;2020-08-06;M;27;0;0;621;14422;2513;
1083;Syddanmark;2020-08-06;M;7;0;0;621;14429;2513;
1084;Hovedstaden;2020-08-07;F;13;0;1;621;14442;2514;
1082;Midtjylland;2020-08-07;F;46;0;2;621;14488;2516;
1081;Nordjylland;2020-08-07;F;2;0;0;621;14490;2516;
1085;Sjælland;2020-08-07;F;4;0;0;621;14494;2516;
1083;Syddanmark;2020-08-07;F;2;0;0;621;14496;2516;
1084;Hovedstaden;2020-08-07;M;7;0;0;621;14503;2516;
1082;Midtjylland;2020-08-07;M;60;0;0;621;14563;2516;
1081;Nordjylland;2020-08-07;M;2;0;0;621;14565;2516;
1085;Sjælland;2020-08-07;M;3;0;0;621;14568;2516;
1083;Syddanmark;2020-08-07;M;2;0;0;621;14570;2516;
1084;Hovedstaden;2020-08-08;F;11;0;0;621;14581;2516;
1082;Midtjylland;2020-08-08;F;26;1;2;622;14607;2518;
1081;Nordjylland;2020-08-08;F;1;0;0;622;14608;2518;
1085;Sjælland;2020-08-08;F;5;0;0;622;14613;2518;
1083;Syddanmark;2020-08-08;F;1;0;0;622;14614;2518;
1084;Hovedstaden;2020-08-08;M;8;0;0;622;14622;2518;
1082;Midtjylland;2020-08-08;M;31;0;1;622;14653;2519;
1081;Nordjylland;2020-08-08;M;1;0;0;622;14654;2519;
1085;Sjælland;2020-08-08;M;3;0;1;622;14657;2520;
1083;Syddanmark;2020-08-08;M;2;0;0;622;14659;2520;
1084;Hovedstaden;2020-08-09;F;14;0;0;622;14673;2520;
1082;Midtjylland;2020-08-09;F;32;0;0;622;14705;2520;
1081;Nordjylland;2020-08-09;F;5;0;0;622;14710;2520;
1085;Sjælland;2020-08-09;F;2;0;0;622;14712;2520;
1083;Syddanmark;2020-08-09;F;6;0;0;622;14718;2520;
1084;Hovedstaden;2020-08-09;M;28;0;1;622;14746;2521;
1082;Midtjylland;2020-08-09;M;33;0;1;622;14779;2522;
1081;Nordjylland;2020-08-09;M;4;0;0;622;14783;2522;
1085;Sjælland;2020-08-09;M;2;0;0;622;14785;2522;
1083;Syddanmark;2020-08-09;M;4;0;0;622;14789;2522;
1084;Hovedstaden;2020-08-10;F;18;0;0;622;14807;2522;
1082;Midtjylland;2020-08-10;F;37;0;0;622;14844;2522;
1081;Nordjylland;2020-08-10;F;2;0;0;622;14846;2522;
1085;Sjælland;2020-08-10;F;6;0;1;622;14852;2523;
1083;Syddanmark;2020-08-10;F;3;0;0;622;14855;2523;
1084;Hovedstaden;2020-08-10;M;27;0;0;622;14882;2523;
1082;Midtjylland;2020-08-10;M;43;0;0;622;14925;2523;
1081;Nordjylland;2020-08-10;M;5;0;0;622;14930;2523;
1085;Sjælland;2020-08-10;M;4;0;0;622;14934;2523;
1083;Syddanmark;2020-08-10;M;9;0;0;622;14943;2523;
1084;Hovedstaden;2020-08-11;F;19;0;0;622;14962;2523;
1082;Midtjylland;2020-08-11;F;26;0;1;622;14988;2524;
1081;Nordjylland;2020-08-11;F;2;0;0;622;14990;2524;
1085;Sjælland;2020-08-11;F;7;0;0;622;14997;2524;
1083;Syddanmark;2020-08-11;F;5;0;0;622;15002;2524;
1084;Hovedstaden;2020-08-11;M;22;0;0;622;15024;2524;
1082;Midtjylland;2020-08-11;M;40;0;1;622;15064;2525;
1085;Sjælland;2020-08-11;M;11;0;2;622;15075;2527;
1083;Syddanmark;2020-08-11;M;4;0;0;622;15079;2527;
1084;Hovedstaden;2020-08-12;F;22;0;4;622;15101;2531;
1082;Midtjylland;2020-08-12;F;33;0;2;622;15134;2533;
1081;Nordjylland;2020-08-12;F;9;0;0;622;15143;2533;
1085;Sjælland;2020-08-12;F;1;0;0;622;15144;2533;
1083;Syddanmark;2020-08-12;F;3;0;0;622;15147;2533;
1084;Hovedstaden;2020-08-12;M;27;0;0;622;15174;2533;
1082;Midtjylland;2020-08-12;M;48;0;0;622;15222;2533;
1081;Nordjylland;2020-08-12;M;10;0;2;622;15232;2535;
1085;Sjælland;2020-08-12;M;4;0;1;622;15236;2536;
1083;Syddanmark;2020-08-12;M;5;0;0;622;15241;2536;
1084;Hovedstaden;2020-08-13;F;15;0;0;622;15256;2536;
1082;Midtjylland;2020-08-13;F;30;0;0;622;15286;2536;
1081;Nordjylland;2020-08-13;F;3;0;1;622;15289;2537;
1085;Sjælland;2020-08-13;F;1;0;0;622;15290;2537;
1083;Syddanmark;2020-08-13;F;4;0;0;622;15294;2537;
1084;Hovedstaden;2020-08-13;M;20;0;0;622;15314;2537;
1082;Midtjylland;2020-08-13;M;30;0;0;622;15344;2537;
1081;Nordjylland;2020-08-13;M;5;1;1;623;15349;2538;
1085;Sjælland;2020-08-13;M;1;0;0;623;15350;2538;
1083;Syddanmark;2020-08-13;M;8;0;0;623;15358;2538;
1084;Hovedstaden;2020-08-14;F;26;0;0;623;15384;2538;
1082;Midtjylland;2020-08-14;F;14;0;0;623;15398;2538;
1081;Nordjylland;2020-08-14;F;5;0;0;623;15403;2538;
1085;Sjælland;2020-08-14;F;3;0;0;623;15406;2538;
1083;Syddanmark;2020-08-14;F;3;0;0;623;15409;2538;
1084;Hovedstaden;2020-08-14;M;23;1;1;624;15432;2539;
1082;Midtjylland;2020-08-14;M;16;0;1;624;15448;2540;
1081;Nordjylland;2020-08-14;M;3;0;0;624;15451;2540;
1085;Sjælland;2020-08-14;M;11;0;0;624;15462;2540;
1083;Syddanmark;2020-08-14;M;7;0;0;624;15469;2540;
1084;Hovedstaden;2020-08-15;F;12;0;0;624;15481;2540;
1082;Midtjylland;2020-08-15;F;46;0;2;624;15527;2542;
1081;Nordjylland;2020-08-15;F;5;0;0;624;15532;2542;
1085;Sjælland;2020-08-15;F;4;0;0;624;15536;2542;
1083;Syddanmark;2020-08-15;F;8;0;1;624;15544;2543;
1084;Hovedstaden;2020-08-15;M;13;0;0;624;15557;2543;
1082;Midtjylland;2020-08-15;M;33;0;0;624;15590;2543;
1081;Nordjylland;2020-08-15;M;1;0;0;624;15591;2543;
1085;Sjælland;2020-08-15;M;2;0;0;624;15593;2543;
1083;Syddanmark;2020-08-15;M;3;0;0;624;15596;2543;
1084;Hovedstaden;2020-08-16;F;15;0;0;624;15611;2543;
1082;Midtjylland;2020-08-16;F;17;0;1;624;15628;2544;
1081;Nordjylland;2020-08-16;F;4;0;0;624;15632;2544;
1085;Sjælland;2020-08-16;F;4;0;0;624;15636;2544;
1083;Syddanmark;2020-08-16;F;4;0;0;624;15640;2544;
1084;Hovedstaden;2020-08-16;M;15;0;1;624;15655;2545;
1082;Midtjylland;2020-08-16;M;15;0;0;624;15670;2545;
1081;Nordjylland;2020-08-16;M;6;1;1;625;15676;2546;
1085;Sjælland;2020-08-16;M;3;0;0;625;15679;2546;
1083;Syddanmark;2020-08-16;M;7;0;0;625;15686;2546;
1084;Hovedstaden;2020-08-17;F;10;0;1;625;15696;2547;
1082;Midtjylland;2020-08-17;F;26;0;0;625;15722;2547;
1081;Nordjylland;2020-08-17;F;4;0;0;625;15726;2547;
1085;Sjælland;2020-08-17;F;3;0;1;625;15729;2548;
1083;Syddanmark;2020-08-17;F;5;0;0;625;15734;2548;
1084;Hovedstaden;2020-08-17;M;20;0;0;625;15754;2548;
1082;Midtjylland;2020-08-17;M;17;0;1;625;15771;2549;
1081;Nordjylland;2020-08-17;M;4;0;0;625;15775;2549;
1085;Sjælland;2020-08-17;M;3;0;0;625;15778;2549;
1083;Syddanmark;2020-08-17;M;5;0;0;625;15783;2549;
1084;Hovedstaden;2020-08-18;F;16;1;1;626;15799;2550;
1082;Midtjylland;2020-08-18;F;19;0;0;626;15818;2550;
1081;Nordjylland;2020-08-18;F;4;0;0;626;15822;2550;
1085;Sjælland;2020-08-18;F;8;0;1;626;15830;2551;
1083;Syddanmark;2020-08-18;F;4;0;0;626;15834;2551;
1084;Hovedstaden;2020-08-18;M;24;0;0;626;15858;2551;
1082;Midtjylland;2020-08-18;M;22;0;0;626;15880;2551;
1081;Nordjylland;2020-08-18;M;3;1;1;627;15883;2552;
1085;Sjælland;2020-08-18;M;6;0;0;627;15889;2552;
1083;Syddanmark;2020-08-18;M;6;0;0;627;15895;2552;
1084;Hovedstaden;2020-08-19;F;11;0;1;627;15906;2553;
1082;Midtjylland;2020-08-19;F;12;0;0;627;15918;2553;
1081;Nordjylland;2020-08-19;F;6;0;0;627;15924;2553;
1085;Sjælland;2020-08-19;F;1;0;0;627;15925;2553;
1083;Syddanmark;2020-08-19;F;7;1;1;628;15932;2554;
1084;Hovedstaden;2020-08-19;M;23;0;0;628;15955;2554;
1082;Midtjylland;2020-08-19;M;15;0;0;628;15970;2554;
1081;Nordjylland;2020-08-19;M;2;0;0;628;15972;2554;
1085;Sjælland;2020-08-19;M;3;0;0;628;15975;2554;
1083;Syddanmark;2020-08-19;M;6;0;0;628;15981;2554;
1084;Hovedstaden;2020-08-20;F;10;0;1;628;15991;2555;
1082;Midtjylland;2020-08-20;F;15;0;1;628;16006;2556;
1081;Nordjylland;2020-08-20;F;1;0;0;628;16007;2556;
1085;Sjælland;2020-08-20;F;4;0;0;628;16011;2556;
1083;Syddanmark;2020-08-20;F;4;0;0;628;16015;2556;
1084;Hovedstaden;2020-08-20;M;15;0;1;628;16030;2557;
1082;Midtjylland;2020-08-20;M;16;0;1;628;16046;2558;
1081;Nordjylland;2020-08-20;M;3;0;0;628;16049;2558;
1085;Sjælland;2020-08-20;M;7;0;1;628;16056;2559;
1083;Syddanmark;2020-08-20;M;7;0;0;628;16063;2559;
1084;Hovedstaden;2020-08-21;F;6;0;0;628;16069;2559;
1082;Midtjylland;2020-08-21;F;14;0;0;628;16083;2559;
1081;Nordjylland;2020-08-21;F;4;0;1;628;16087;2560;
1085;Sjælland;2020-08-21;F;3;0;0;628;16090;2560;
1083;Syddanmark;2020-08-21;F;5;0;0;628;16095;2560;
1084;Hovedstaden;2020-08-21;M;23;0;0;628;16118;2560;
1082;Midtjylland;2020-08-21;M;13;0;0;628;16131;2560;
1081;Nordjylland;2020-08-21;M;3;0;0;628;16134;2560;
1085;Sjælland;2020-08-21;M;2;0;0;628;16136;2560;
1083;Syddanmark;2020-08-21;M;10;0;0;628;16146;2560;
1084;Hovedstaden;2020-08-22;F;18;0;0;628;16164;2560;
1082;Midtjylland;2020-08-22;F;17;0;0;628;16181;2560;
1081;Nordjylland;2020-08-22;F;4;0;0;628;16185;2560;
1085;Sjælland;2020-08-22;F;2;0;0;628;16187;2560;
1083;Syddanmark;2020-08-22;F;11;0;1;628;16198;2561;
1084;Hovedstaden;2020-08-22;M;11;0;0;628;16209;2561;
1082;Midtjylland;2020-08-22;M;12;0;0;628;16221;2561;
1081;Nordjylland;2020-08-22;M;2;0;1;628;16223;2562;
1085;Sjælland;2020-08-22;M;3;0;2;628;16226;2564;
1083;Syddanmark;2020-08-22;M;8;0;1;628;16234;2565;
1084;Hovedstaden;2020-08-23;F;11;0;0;628;16245;2565;
1082;Midtjylland;2020-08-23;F;13;0;0;628;16258;2565;
1081;Nordjylland;2020-08-23;F;6;0;0;628;16264;2565;
1085;Sjælland;2020-08-23;F;1;0;0;628;16265;2565;
1083;Syddanmark;2020-08-23;F;7;0;0;628;16272;2565;
1084;Hovedstaden;2020-08-23;M;12;0;1;628;16284;2566;
1082;Midtjylland;2020-08-23;M;10;0;0;628;16294;2566;
1081;Nordjylland;2020-08-23;M;2;1;1;629;16296;2567;
1085;Sjælland;2020-08-23;M;3;0;0;629;16299;2567;
1083;Syddanmark;2020-08-23;M;8;0;0;629;16307;2567;
1084;Hovedstaden;2020-08-24;F;11;0;0;629;16318;2567;
1082;Midtjylland;2020-08-24;F;15;0;0;629;16333;2567;
1081;Nordjylland;2020-08-24;F;3;0;0;629;16336;2567;
1085;Sjælland;2020-08-24;F;2;0;0;629;16338;2567;
1083;Syddanmark;2020-08-24;F;4;0;0;629;16342;2567;
1084;Hovedstaden;2020-08-24;M;14;0;2;629;16356;2569;
1082;Midtjylland;2020-08-24;M;14;0;2;629;16370;2571;
1081;Nordjylland;2020-08-24;M;3;0;0;629;16373;2571;
1085;Sjælland;2020-08-24;M;4;0;0;629;16377;2571;
1083;Syddanmark;2020-08-24;M;2;0;0;629;16379;2571;
1084;Hovedstaden;2020-08-25;F;13;0;1;629;16392;2572;
1082;Midtjylland;2020-08-25;F;10;0;0;629;16402;2572;
1081;Nordjylland;2020-08-25;F;4;0;0;629;16406;2572;
1085;Sjælland;2020-08-25;F;3;0;0;629;16409;2572;
1083;Syddanmark;2020-08-25;F;6;0;0;629;16415;2572;
1084;Hovedstaden;2020-08-25;M;25;0;1;629;16440;2573;
1082;Midtjylland;2020-08-25;M;12;0;1;629;16452;2574;
1081;Nordjylland;2020-08-25;M;5;0;0;629;16457;2574;
1085;Sjælland;2020-08-25;M;1;0;0;629;16458;2574;
1083;Syddanmark;2020-08-25;M;4;0;0;629;16462;2574;
1084;Hovedstaden;2020-08-26;F;20;0;1;629;16482;2575;
1082;Midtjylland;2020-08-26;F;9;0;0;629;16491;2575;
1081;Nordjylland;2020-08-26;F;1;0;0;629;16492;2575;
1085;Sjælland;2020-08-26;F;4;0;0;629;16496;2575;
1083;Syddanmark;2020-08-26;F;4;0;0;629;16500;2575;
1084;Hovedstaden;2020-08-26;M;16;0;0;629;16516;2575;
1082;Midtjylland;2020-08-26;M;11;0;0;629;16527;2575;
1081;Nordjylland;2020-08-26;M;3;0;1;629;16530;2576;
1085;Sjælland;2020-08-26;M;6;0;2;629;16536;2578;
1083;Syddanmark;2020-08-26;M;6;0;0;629;16542;2578;
1084;Hovedstaden;2020-08-27;F;7;0;0;629;16549;2578;
1082;Midtjylland;2020-08-27;F;10;0;0;629;16559;2578;
1081;Nordjylland;2020-08-27;F;1;0;0;629;16560;2578;
1085;Sjælland;2020-08-27;F;2;0;0;629;16562;2578;
1083;Syddanmark;2020-08-27;F;6;0;0;629;16568;2578;
1084;Hovedstaden;2020-08-27;M;16;0;1;629;16584;2579;
1082;Midtjylland;2020-08-27;M;10;0;0;629;16594;2579;
1081;Nordjylland;2020-08-27;M;3;0;0;629;16597;2579;
1085;Sjælland;2020-08-27;M;5;0;0;629;16602;2579;
1083;Syddanmark;2020-08-27;M;9;0;0;629;16611;2579;
1084;Hovedstaden;2020-08-28;F;18;0;0;629;16629;2579;
1082;Midtjylland;2020-08-28;F;13;0;1;629;16642;2580;
1081;Nordjylland;2020-08-28;F;4;0;1;629;16646;2581;
1085;Sjælland;2020-08-28;F;4;0;1;629;16650;2582;
1083;Syddanmark;2020-08-28;F;7;0;0;629;16657;2582;
1084;Hovedstaden;2020-08-28;M;24;0;1;629;16681;2583;
1082;Midtjylland;2020-08-28;M;12;0;0;629;16693;2583;
1081;Nordjylland;2020-08-28;M;5;0;1;629;16698;2584;
1085;Sjælland;2020-08-28;M;5;0;0;629;16703;2584;
1083;Syddanmark;2020-08-28;M;15;0;0;629;16718;2584;
1084;Hovedstaden;2020-08-29;F;16;0;2;629;16734;2586;
1082;Midtjylland;2020-08-29;F;6;0;0;629;16740;2586;
1081;Nordjylland;2020-08-29;F;5;0;0;629;16745;2586;
1085;Sjælland;2020-08-29;F;1;0;0;629;16746;2586;
1083;Syddanmark;2020-08-29;F;10;0;0;629;16756;2586;
1084;Hovedstaden;2020-08-29;M;22;0;2;629;16778;2588;
1082;Midtjylland;2020-08-29;M;12;0;1;629;16790;2589;
1081;Nordjylland;2020-08-29;M;6;0;0;629;16796;2589;
