"Dato";"Sidste opdatering";"Sygdom";"Sæson";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal førstegangstestede personer";"Antal tests";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Incidens";"Testrate";"Indlæggelsesrate";"timestamp_2026-02-24T12:52:02.349"
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;01. 0-5 måneder;Alle;30101;2006;2252;971;687;0;0,48;3225,81;6664,23;2282,32;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;01. 0-5 måneder;K;14709;893;700;436;319;0;0,49;2964,17;6071,11;2168,74;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;01. 0-5 måneder;M;15392;1113;911;535;368;0;0,48;3475,83;7231,03;2390,85;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;02. 6-11 måneder;Alle;31265;640;752;271;162;1;0,42;866,78;2047,02;518,15;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;02. 6-11 måneder;K;15170;253;210;105;59;1;0,42;692,16;1667,77;388,93;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;02. 6-11 måneder;M;16095;387;331;166;103;0;0,43;1031,38;2404,47;639,95;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;03. 1 år;Alle;59564;917;1072;379;204;2;0,41;636,29;1539,52;342,49;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;03. 1 år;K;28950;413;384;185;97;2;0,45;639,03;1426,60;335,06;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;03. 1 år;M;30614;504;427;194;107;0;0,38;633,70;1646,31;349,51;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;04. 2 år;Alle;58844;332;442;106;50;0;0,32;180,14;564,20;84,97;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;04. 2 år;K;28737;153;137;50;25;0;0,33;173,99;532,41;87,00;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;04. 2 år;M;30107;179;201;56;25;0;0,31;186,00;594,55;83,04;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;05. 3-5 år;Alle;189223;538;693;71;25;1;0,13;37,52;284,32;13,21;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;05. 3-5 år;K;92319;259;292;35;12;0;0,14;37,91;280,55;13,00;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;05. 3-5 år;M;96904;279;274;36;13;1;0,13;37,15;287,91;13,42;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;06. 6-14 år;Alle;621001;771;928;48;16;0;0,06;7,73;124,15;2,58;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;06. 6-14 år;K;303237;393;364;25;12;0;0,06;8,24;129,60;3,96;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;06. 6-14 år;M;317764;378;362;23;4;0;0,06;7,24;118,96;1,26;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;07. 15-44 år;Alle;2244728;2646;2947;106;44;3;0,04;4,72;117,88;1,96;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;07. 15-44 år;K;1112201;1550;1090;60;28;1;0,04;5,39;139,36;2,52;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;07. 15-44 år;M;1132527;1096;827;46;16;2;0,04;4,06;96,77;1,41;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;08. 45-64 år;Alle;1460714;2373;2834;136;66;5;0,06;9,31;162,45;4,52;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;08. 45-64 år;K;736123;1257;1354;78;33;3;0,06;10,60;170,76;4,48;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;08. 45-64 år;M;724591;1116;1246;58;33;2;0,05;8,00;154,02;4,55;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;09. 65-74 år;Alle;559273;1670;2020;113;75;4;0,07;20,20;298,60;13,41;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;09. 65-74 år;K;295827;779;870;54;30;2;0,07;18,25;263,33;10,14;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;09. 65-74 år;M;263446;891;1051;59;45;2;0,07;22,40;338,21;17,08;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;10. 75-84 år;Alle;216402;1094;1331;59;52;7;0,05;27,26;505,54;24,03;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;10. 75-84 år;K;126302;524;583;35;30;3;0,07;27,71;414,88;23,75;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;10. 75-84 år;M;90100;570;696;24;22;4;0,04;26,64;632,63;24,42;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;11. 85+ år;Alle;33597;436;480;48;43;8;0,11;142,87;1297,73;127,99;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;11. 85+ år;K;24168;269;284;31;27;5;0,12;128,27;1113,04;111,72;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;11. 85+ år;M;9429;167;183;17;16;3;0,10;180,29;1771,13;169,69;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;Alle;Alle;5504712;13423;15751;2308;1424;31;0,17;41,93;243,85;25,87;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;Alle;K;2777743;6743;6268;1094;672;17;0,16;39,38;242,75;24,19;
2026-02-24;2026-02-17;RSV;2015/2016;9999;Alle;Alle;M;2726969;6680;6509;1214;752;14;0,18;44,52;244,96;27,58;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;01. 0-5 måneder;Alle;9559;853;959;429;273;0;0,50;4487,92;8923,53;2855,95;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;01. 0-5 måneder;K;4737;380;419;192;130;0;0,51;4053,20;8021,95;2744,35;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;01. 0-5 måneder;M;4822;473;540;237;143;0;0,50;4914,97;9809,21;2965,57;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;02. 6-11 måneder;Alle;10077;229;266;98;53;0;0,43;972,51;2272,50;525,95;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;02. 6-11 måneder;K;4857;90;102;39;21;0;0,43;802,96;1853,00;432,37;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;02. 6-11 måneder;M;5220;139;164;59;32;0;0,42;1130,27;2662,84;613,03;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;03. 1 år;Alle;19167;310;368;133;68;0;0,43;693,90;1617,36;354,78;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;03. 1 år;K;9302;148;179;67;32;0;0,45;720,28;1591,06;344,01;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;03. 1 år;M;9865;162;189;66;36;0;0,41;669,03;1642,17;364,93;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;04. 2 år;Alle;18814;145;192;44;12;0;0,30;233,87;770,70;63,78;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;04. 2 år;K;9223;65;85;20;5;0;0,31;216,85;704,76;54,21;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;04. 2 år;M;9591;80;107;24;7;0;0,30;250,23;834,12;72,99;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;05. 3-5 år;Alle;59690;256;319;24;9;0;0,09;40,21;428,88;15,08;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;05. 3-5 år;K;29174;129;167;10;2;0;0,08;34,28;442,17;6,86;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;05. 3-5 år;M;30516;127;152;14;7;0;0,11;45,88;416,18;22,94;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;06. 6-14 år;Alle;186216;389;462;20;4;0;0,05;10,74;208,90;2,15;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;06. 6-14 år;K;91161;210;251;9;3;0;0,04;9,87;230,36;3,29;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;06. 6-14 år;M;95055;179;211;11;1;0;0,06;11,57;188,31;1,05;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;07. 15-44 år;Alle;796933;1306;1449;51;17;1;0,04;6,40;163,88;2,13;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;07. 15-44 år;K;402491;776;840;29;12;0;0,04;7,21;192,80;2,98;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;07. 15-44 år;M;394442;530;609;22;5;1;0,04;5,58;134,37;1,27;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;08. 45-64 år;Alle;418748;1475;1730;80;32;2;0,05;19,10;352,24;7,64;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;08. 45-64 år;K;212774;818;945;49;16;1;0,06;23,03;384,45;7,52;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;08. 45-64 år;M;205974;657;785;31;16;1;0,05;15,05;318,97;7,77;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;09. 65-74 år;Alle;152706;1054;1226;64;40;1;0,06;41,91;690,22;26,19;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;09. 65-74 år;K;83703;502;566;31;16;0;0,06;37,04;599,74;19,12;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;09. 65-74 år;M;69003;552;660;33;24;1;0,06;47,82;799,97;34,78;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;10. 75-84 år;Alle;59457;740;898;41;37;6;0,06;68,96;1244,60;62,23;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;10. 75-84 år;K;36128;367;430;23;21;3;0,06;63,66;1015,83;58,13;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;10. 75-84 år;M;23329;373;468;18;16;3;0,05;77,16;1598,87;68,58;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;11. 85+ år;Alle;9625;328;355;39;38;7;0,12;405,19;3407,79;394,81;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;11. 85+ år;K;7179;200;214;24;23;4;0,12;334,31;2785,90;320,38;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;11. 85+ år;M;2446;128;141;15;15;3;0,12;613,25;5233,03;613,25;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;Alle;Alle;1740992;7085;8224;1023;583;17;0,14;58,76;406,95;33,49;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;Alle;K;890729;3685;4198;493;281;8;0,13;55,35;413,71;31,55;
2026-02-24;2026-02-17;RSV;2015/2016;1084;Hovedstaden;Alle;M;850263;3400;4026;530;302;9;0,16;62,33;399,88;35,52;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;01. 0-5 måneder;Alle;7051;190;211;62;38;0;0,33;879,31;2694,65;538,93;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;01. 0-5 måneder;K;3451;79;87;25;15;0;0,32;724,43;2289,19;434,66;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;01. 0-5 måneder;M;3600;111;124;37;23;0;0,33;1027,78;3083,33;638,89;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;02. 6-11 måneder;Alle;7320;80;91;34;20;0;0,43;464,48;1092,90;273,22;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;02. 6-11 måneder;K;3538;29;33;11;8;0;0,38;310,91;819,67;226,12;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;02. 6-11 måneder;M;3782;51;58;23;12;0;0,45;608,14;1348,49;317,29;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;03. 1 år;Alle;13920;166;197;62;27;0;0,37;445,40;1192,53;193,97;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;03. 1 år;K;6782;68;83;25;14;0;0,37;368,62;1002,65;206,43;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;03. 1 år;M;7138;98;114;37;13;0;0,38;518,35;1372,93;182,12;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;04. 2 år;Alle;13754;49;62;13;7;0;0,27;94,52;356,26;50,89;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;04. 2 år;K;6777;24;30;7;4;0;0,29;103,29;354,14;59,02;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;04. 2 år;M;6977;25;32;6;3;0;0,24;86,00;358,32;43,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;05. 3-5 år;Alle;44604;67;113;9;4;0;0,13;20,18;150,21;8,97;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;05. 3-5 år;K;21801;32;61;6;4;0;0,19;27,52;146,78;18,35;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;05. 3-5 år;M;22803;35;52;3;0;0;0,09;13,16;153,49;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;06. 6-14 år;Alle;147893;64;88;4;3;0;0,06;2,70;43,27;2,03;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;06. 6-14 år;K;72576;29;34;4;3;0;0,14;5,51;39,96;4,13;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;06. 6-14 år;M;75317;35;54;0;0;0;0,00;0,00;46,47;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;07. 15-44 år;Alle;515689;56;69;3;3;2;0,05;0,58;10,86;0,58;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;07. 15-44 år;K;254134;34;41;1;1;1;0,03;0,39;13,38;0,39;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;07. 15-44 år;M;261555;22;28;2;2;1;0,09;0,76;8,41;0,76;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;08. 45-64 år;Alle;328334;139;174;13;10;1;0,09;3,96;42,33;3,05;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;08. 45-64 år;K;165047;60;70;8;6;1;0,13;4,85;36,35;3,64;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;08. 45-64 år;M;163287;79;104;5;4;0;0,06;3,06;48,38;2,45;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;09. 65-74 år;Alle;123563;110;145;5;4;1;0,05;4,05;89,02;3,24;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;09. 65-74 år;K;64351;43;53;2;1;1;0,05;3,11;66,82;1,55;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;09. 65-74 år;M;59212;67;92;3;3;0;0,04;5,07;113,15;5,07;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;10. 75-84 år;Alle;47480;60;74;2;2;0;0,03;4,21;126,37;4,21;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;10. 75-84 år;K;27226;19;22;0;0;0;0,00;0,00;69,79;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;10. 75-84 år;M;20254;41;52;2;2;0;0,05;9,87;202,43;9,87;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;11. 85+ år;Alle;7464;12;14;1;0;0;0,08;13,40;160,77;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;11. 85+ år;K;5268;6;6;1;0;0;0,17;18,98;113,90;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;11. 85+ år;M;2196;6;8;0;0;0;0,00;0,00;273,22;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;Alle;Alle;1257072;993;1238;208;118;4;0,21;16,55;78,99;9,39;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;Alle;K;630951;423;520;90;56;3;0,21;14,26;67,04;8,88;
2026-02-24;2026-02-17;RSV;2015/2016;1082;Midtjylland;Alle;M;626121;570;718;118;62;1;0,21;18,85;91,04;9,90;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;01. 0-5 måneder;Alle;2978;153;160;99;87;0;0,65;3324,38;5137,68;2921,42;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;01. 0-5 måneder;K;1440;65;69;43;38;0;0,66;2986,11;4513,89;2638,89;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;01. 0-5 måneder;M;1538;88;91;56;49;0;0,64;3641,09;5721,72;3185,96;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;02. 6-11 måneder;Alle;3004;58;63;33;29;0;0,57;1098,54;1930,76;965,38;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;02. 6-11 måneder;K;1465;21;22;10;7;0;0,48;682,59;1433,45;477,82;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;02. 6-11 måneder;M;1539;37;41;23;22;0;0,62;1494,48;2404,16;1429,50;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;03. 1 år;Alle;5718;80;86;46;34;0;0,58;804,48;1399,09;594,61;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;03. 1 år;K;2858;39;43;24;15;0;0,62;839,75;1364,59;524,84;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;03. 1 år;M;2860;41;43;22;19;0;0,54;769,23;1433,57;664,34;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;04. 2 år;Alle;5641;16;16;7;5;0;0,44;124,09;283,64;88,64;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;04. 2 år;K;2703;7;7;2;2;0;0,29;73,99;258,97;73,99;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;04. 2 år;M;2938;9;9;5;3;0;0,56;170,18;306,33;102,11;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;05. 3-5 år;Alle;18329;18;25;11;5;0;0,61;60,01;98,21;27,28;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;05. 3-5 år;K;8969;8;10;6;3;0;0,75;66,90;89,20;33,45;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;05. 3-5 år;M;9360;10;15;5;2;0;0,50;53,42;106,84;21,37;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;06. 6-14 år;Alle;61801;18;18;4;1;0;0,22;6,47;29,13;1,62;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;06. 6-14 år;K;29958;9;9;2;0;0;0,22;6,68;30,04;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;06. 6-14 år;M;31843;9;9;2;1;0;0,22;6,28;28,26;3,14;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;07. 15-44 år;Alle;214852;20;22;3;2;0;0,15;1,40;9,31;0,93;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;07. 15-44 år;K;103459;10;11;2;2;0;0,20;1,93;9,67;1,93;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;07. 15-44 år;M;111393;10;11;1;0;0;0,10;0,90;8,98;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;08. 45-64 år;Alle;154199;25;36;2;2;0;0,08;1,30;16,21;1,30;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;08. 45-64 år;K;77202;12;19;1;1;0;0,08;1,30;15,54;1,30;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;08. 45-64 år;M;76997;13;17;1;1;0;0,08;1,30;16,88;1,30;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;09. 65-74 år;Alle;61652;17;19;0;0;0;0,00;0,00;27,57;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;09. 65-74 år;K;31817;7;7;0;0;0;0,00;0,00;22,00;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;09. 65-74 år;M;29835;10;12;0;0;0;0,00;0,00;33,52;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;10. 75-84 år;Alle;24241;2;2;0;0;0;0,00;0,00;8,25;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;10. 75-84 år;K;13821;1;1;0;0;0;0,00;0,00;7,24;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;10. 75-84 år;M;10420;1;1;0;0;0;0,00;0,00;9,60;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;11. 85+ år;Alle;3763;0;0;0;0;0;0,00;0,00;0,00;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;11. 85+ år;K;2627;0;0;0;0;0;0,00;0,00;0,00;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;11. 85+ år;M;1136;0;0;0;0;0;0,00;0,00;0,00;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;Alle;Alle;556178;407;447;205;165;0;0,50;36,86;73,18;29,67;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;Alle;K;276319;179;198;90;68;0;0,50;32,57;64,78;24,61;
2026-02-24;2026-02-17;RSV;2015/2016;1081;Nordjylland;Alle;M;279859;228;249;115;97;0;0,50;41,09;81,47;34,66;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;01. 0-5 måneder;Alle;4204;97;100;57;41;0;0,59;1355,85;2307,33;975,26;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;01. 0-5 måneder;K;2003;43;45;22;18;0;0,51;1098,35;2146,78;898,65;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;01. 0-5 måneder;M;2201;54;55;35;23;0;0,65;1590,19;2453,43;1044,98;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;02. 6-11 måneder;Alle;4441;40;53;13;7;0;0,33;292,73;900,70;157,62;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;02. 6-11 måneder;K;2167;16;25;7;3;0;0,44;323,03;738,35;138,44;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;02. 6-11 måneder;M;2274;24;28;6;4;0;0,25;263,85;1055,41;175,90;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;03. 1 år;Alle;8382;50;54;23;10;0;0,46;274,40;596,52;119,30;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;03. 1 år;K;4027;26;30;13;4;0;0,50;322,82;645,64;99,33;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;03. 1 år;M;4355;24;24;10;6;0;0,42;229,62;551,09;137,77;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;04. 2 år;Alle;8228;22;43;10;7;0;0,45;121,54;267,38;85,08;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;04. 2 år;K;4010;8;8;4;2;0;0,50;99,75;199,50;49,88;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;04. 2 år;M;4218;14;35;6;5;0;0,43;142,25;331,91;118,54;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;05. 3-5 år;Alle;26720;30;34;4;2;0;0,13;14,97;112,28;7,49;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;05. 3-5 år;K;12992;15;19;2;1;0;0,13;15,39;115,46;7,70;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;05. 3-5 år;M;13728;15;15;2;1;0;0,13;14,57;109,27;7,28;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;06. 6-14 år;Alle;91394;71;78;2;1;0;0,03;2,19;77,69;1,09;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;06. 6-14 år;K;44117;38;44;1;1;0;0,03;2,27;86,13;2,27;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;06. 6-14 år;M;47277;33;34;1;0;0;0,03;2,12;69,80;0,00;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;07. 15-44 år;Alle;281524;205;245;8;5;0;0,04;2,84;72,82;1,78;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;07. 15-44 år;K;138814;106;122;6;3;0;0,06;4,32;76,36;2,16;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;07. 15-44 år;M;142710;99;123;2;2;0;0,02;1,40;69,37;1,40;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;08. 45-64 år;Alle;235203;331;410;17;10;1;0,05;7,23;140,73;4,25;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;08. 45-64 år;K;118647;156;192;11;7;1;0,07;9,27;131,48;5,90;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;08. 45-64 år;M;116556;175;218;6;3;0;0,03;5,15;150,14;2,57;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;09. 65-74 år;Alle;95199;266;329;23;20;1;0,09;24,16;279,41;21,01;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;09. 65-74 år;K;50105;132;165;9;8;0;0,07;17,96;263,45;15,97;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;09. 65-74 år;M;45094;134;164;14;12;1;0,10;31,05;297,16;26,61;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;10. 75-84 år;Alle;34386;174;201;13;11;1;0,07;37,81;506,02;31,99;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;10. 75-84 år;K;19790;74;78;9;7;0;0,12;45,48;373,93;35,37;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;10. 75-84 år;M;14596;100;123;4;4;1;0,04;27,40;685,12;27,40;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;11. 85+ år;Alle;4868;63;71;5;5;1;0,08;102,71;1294,17;102,71;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;11. 85+ år;K;3459;42;48;4;4;1;0,10;115,64;1214,22;115,64;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;11. 85+ år;M;1409;21;23;1;1;0;0,05;70,97;1490,42;70,97;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;Alle;Alle;794549;1349;1618;175;119;4;0,13;22,03;169,78;14,98;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;Alle;K;400131;656;776;88;58;2;0,13;21,99;163,95;14,50;
2026-02-24;2026-02-17;RSV;2015/2016;1085;Sjælland;Alle;M;394418;693;842;87;61;2;0,13;22,06;175,70;15,47;
2026-02-24;2026-02-17;RSV;2015/2016;1083;Syddanmark;01. 0-5 måneder;Alle;6309;168;176;86;70;0;0,51;1363,13;2662,86;1109,53;
2026-02-24;2026-02-17;RSV;2015/2016;1083;Syddanmark;01. 0-5 måneder;K;3078;77;80;38;30;0;0,49;1234,57;2501,62;974,66;
2026-02-24;2026-02-17;RSV;2015/2016;1083;Syddanmark;01. 0-5 måneder;M;3231;91;96;48;40;0;0,53;1485,61;2816,47;1238,01;
