"Uge";"Aldersgruppe";"Testede pr. 100.000 borgere";"Positive pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"Antal testede";"Antal positive";"Positiv procent";"timestamp_2026-09-01T11:40:01.667"
2026-U20;00-02;52;0;0,0;92;0;0,0;
2026-U20;03-05;13;0;0,0;24;0;0,0;
2026-U20;06-11;7;0;0,0;26;0;0,0;
2026-U20;12-15;8;0;0,0;20;0;0,0;
2026-U20;16-19;9;0;0,0;27;0;0,0;
2026-U20;20-39;12;0;0,0;188;0;0,0;
2026-U20;40-64;22;0;0,0;420;0;0,0;
2026-U20;65-79;57;0;0,0;514;1;0,2;
2026-U20;80+;120;0;0,0;438;1;0,2;
2026-U21;00-02;67;1;0,6;118;2;1,7;
2026-U21;03-05;12;0;0,0;22;0;0,0;
2026-U21;06-11;7;0;0,0;25;0;0,0;
2026-U21;12-15;13;0;0,0;33;0;0,0;
2026-U21;16-19;14;0;0,0;40;0;0,0;
2026-U21;20-39;11;0;0,0;179;0;0,0;
2026-U21;40-64;23;0;0,0;425;1;0,2;
2026-U21;65-79;56;0;0,2;512;2;0,4;
2026-U21;80+;115;1;1,4;421;5;1,2;
2026-U22;00-02;55;0;0,0;97;0;0,0;
2026-U22;03-05;9;0;0,0;17;0;0,0;
2026-U22;06-11;5;0;0,0;20;0;0,0;
2026-U22;12-15;5;0;0,0;13;0;0,0;
2026-U22;16-19;9;0;0,0;26;0;0,0;
2026-U22;20-39;10;0;0,0;165;0;0,0;
2026-U22;40-64;19;0;0,1;353;2;0,6;
2026-U22;65-79;49;0;0,0;446;0;0,0;
2026-U22;80+;107;1;0,3;391;2;0,5;
2026-U23;00-02;50;0;0,0;88;0;0,0;
2026-U23;03-05;10;0;0,0;19;0;0,0;
2026-U23;06-11;6;0;0,0;23;0;0,0;
2026-U23;12-15;5;0;0,0;13;0;0,0;
2026-U23;16-19;8;0;0,0;24;0;0,0;
2026-U23;20-39;10;0;0,1;161;1;0,6;
2026-U23;40-64;19;0;0,1;356;3;0,8;
2026-U23;65-79;48;0;0,1;436;2;0,5;
2026-U23;80+;88;0;0,0;323;0;0,0;
2026-U24;00-02;54;0;0,0;95;0;0,0;
2026-U24;03-05;11;0;0,0;20;0;0,0;
2026-U24;06-11;6;0;0,0;24;0;0,0;
2026-U24;12-15;6;0;0,0;16;0;0,0;
2026-U24;16-19;10;0;0,0;29;0;0,0;
2026-U24;20-39;10;0;0,0;164;2;1,2;
2026-U24;40-64;19;0;0,0;357;2;0,6;
2026-U24;65-79;45;0;0,0;410;1;0,2;
2026-U24;80+;90;0;0,3;333;1;0,3;
2026-U25;00-02;52;0;0,0;92;0;0,0;
2026-U25;03-05;9;0;0,0;17;0;0,0;
2026-U25;06-11;8;0;0,0;30;0;0,0;
2026-U25;12-15;4;0;0,0;11;0;0,0;
2026-U25;16-19;10;0;0,0;29;0;0,0;
2026-U25;20-39;11;0;0,0;168;0;0,0;
2026-U25;40-64;17;0;0,0;320;1;0,3;
2026-U25;65-79;43;0;0,0;388;0;0,0;
2026-U25;80+;76;1;0,8;279;3;1,1;
2026-U26;00-02;53;0;0,0;93;0;0,0;
2026-U26;03-05;9;0;0,0;17;0;0,0;
2026-U26;06-11;5;0;0,0;20;0;0,0;
2026-U26;12-15;4;0;0,0;11;0;0,0;
2026-U26;16-19;7;0;0,0;20;1;5,0;
2026-U26;20-39;10;0;0,0;158;1;0,6;
2026-U26;40-64;17;0;0,1;325;2;0,6;
2026-U26;65-79;40;0;0,1;359;1;0,3;
2026-U26;80+;84;1;1,1;311;4;1,3;
2026-U27;00-02;52;0;0,0;92;0;0,0;
2026-U27;03-05;6;0;0,0;11;0;0,0;
2026-U27;06-11;4;0;0,0;14;0;0,0;
2026-U27;12-15;5;0;0,0;13;0;0,0;
2026-U27;16-19;8;0;0,0;23;0;0,0;
2026-U27;20-39;9;0;0,0;148;0;0,0;
2026-U27;40-64;15;0;0,0;291;2;0,7;
2026-U27;65-79;38;0;0,2;343;2;0,6;
2026-U27;80+;79;1;0,3;291;2;0,7;
2026-U28;00-02;56;1;0,0;99;2;2,0;
2026-U28;03-05;7;0;0,0;13;0;0,0;
2026-U28;06-11;4;0;0,0;14;0;0,0;
2026-U28;12-15;4;0;0,0;9;0;0,0;
2026-U28;16-19;16;0;0,0;44;0;0,0;
2026-U28;20-39;9;0;0,0;149;3;2,0;
2026-U28;40-64;15;0;0,0;275;1;0,4;
2026-U28;65-79;34;0;0,1;311;1;0,3;
2026-U28;80+;77;0;0,0;286;0;0,0;
2026-U29;00-02;46;0;0,0;80;0;0,0;
2026-U29;03-05;6;0;0,0;11;0;0,0;
2026-U29;06-11;5;0;0,0;19;0;0,0;
2026-U29;12-15;4;0;0,0;9;0;0,0;
2026-U29;16-19;9;0;0,0;26;1;3,9;
2026-U29;20-39;9;0;0,0;139;2;1,4;
2026-U29;40-64;15;0;0,0;279;1;0,4;
2026-U29;65-79;33;0;0,1;301;1;0,3;
2026-U29;80+;72;0;0,0;269;1;0,4;
2026-U30;00-02;26;1;0,0;45;1;2,2;
2026-U30;03-05;8;1;0,5;15;1;6,7;
2026-U30;06-11;3;0;0,0;12;0;0,0;
2026-U30;12-15;4;0;0,0;11;0;0,0;
2026-U30;16-19;14;0;0,0;40;0;0,0;
2026-U30;20-39;10;0;0,0;152;1;0,7;
2026-U30;40-64;14;0;0,0;254;1;0,4;
2026-U30;65-79;34;0;0,2;311;2;0,6;
2026-U30;80+;71;1;0,3;264;2;0,8;
2026-U31;00-02;23;0;0,0;41;0;0,0;
2026-U31;03-05;6;1;0,0;12;1;8,3;
2026-U31;06-11;5;0;0,0;18;0;0,0;
2026-U31;12-15;5;0;0,0;12;0;0,0;
2026-U31;16-19;10;0;0,0;27;0;0,0;
2026-U31;20-39;9;0;0,0;138;1;0,7;
2026-U31;40-64;14;0;0,1;255;3;1,2;
2026-U31;65-79;31;0;0,3;277;3;1,1;
2026-U31;80+;65;1;0,5;240;3;1,3;
2026-U32;00-02;30;0;0,0;53;0;0,0;
2026-U32;03-05;9;0;0,0;16;0;0,0;
2026-U32;06-11;6;0;0,0;24;0;0,0;
2026-U32;12-15;8;0;0,0;21;0;0,0;
2026-U32;16-19;10;0;0,0;28;0;0,0;
2026-U32;20-39;8;0;0,1;134;2;1,5;
2026-U32;40-64;16;0;0,0;292;4;1,4;
2026-U32;65-79;30;0;0,2;272;3;1,1;
2026-U32;80+;60;1;0,5;225;4;1,8;
2026-U33;00-02;39;1;0,6;68;2;2,9;
2026-U33;03-05;10;0;0,0;19;0;0,0;
2026-U33;06-11;4;0;0,0;15;0;0,0;
2026-U33;12-15;5;0;0,0;13;0;0,0;
2026-U33;16-19;16;1;0,0;44;3;6,8;
2026-U33;20-39;10;0;0,0;162;3;1,9;
2026-U33;40-64;15;0;0,0;275;1;0,4;
2026-U33;65-79;30;0;0,1;274;4;1,5;
2026-U33;80+;55;1;0,5;206;2;1,0;
2026-U34;00-02;36;1;0,0;63;2;3,2;
2026-U34;03-05;8;0;0,0;15;0;0,0;
2026-U34;06-11;6;0;0,0;23;0;0,0;
2026-U34;12-15;6;0;0,4;14;1;7,1;
2026-U34;16-19;17;0;0,0;49;1;2,0;
2026-U34;20-39;11;0;0,0;171;1;0,6;
2026-U34;40-64;16;0;0,0;294;7;2,4;
2026-U34;65-79;30;0;0,0;271;2;0,7;
2026-U34;80+;60;1;0,5;224;2;0,9;
2026-U35;00-02;44;1;0,6;77;1;1,3;
2026-U35;03-05;11;0;0,0;20;0;0,0;
2026-U35;06-11;9;0;0,0;34;0;0,0;
2026-U35;12-15;10;0;0,0;25;0;0,0;
2026-U35;16-19;15;0;0,0;43;0;0,0;
2026-U35;20-39;10;0;0,1;165;3;1,8;
2026-U35;40-64;16;0;0,1;292;3;1,0;
2026-U35;65-79;34;0;0,1;304;4;1,3;
2026-U35;80+;65;2;1,3;244;7;2,9;
