"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1084;Hovedstaden;2023-01-09;M;57;0;13;8049;3378131;56206;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-09;M;52;1;7;8050;3378183;56213;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-09;M;29;0;6;8050;3378212;56219;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-09;M;46;0;7;8050;3378258;56226;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-09;M;40;0;6;8050;3378298;56232;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-10;F;53;1;11;8051;3378351;56243;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-10;F;40;0;2;8051;3378391;56245;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-10;F;15;0;2;8051;3378406;56247;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-10;F;42;1;9;8052;3378448;56256;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-10;F;39;0;1;8052;3378487;56257;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-10;M;37;1;7;8053;3378524;56264;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-10;M;40;1;4;8054;3378564;56268;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-10;M;14;0;4;8054;3378578;56272;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-10;M;28;0;4;8054;3378606;56276;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-10;M;47;2;10;8056;3378653;56286;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-11;F;40;0;7;8056;3378693;56293;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-11;F;38;1;5;8057;3378731;56298;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-11;F;15;0;1;8057;3378746;56299;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-11;F;48;2;10;8059;3378794;56309;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-11;F;45;1;6;8060;3378839;56315;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-11;M;37;2;6;8062;3378876;56321;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-11;M;27;0;3;8062;3378903;56324;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-11;M;20;2;6;8064;3378923;56330;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-11;M;40;0;1;8064;3378963;56331;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-11;M;50;3;9;8067;3379013;56340;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-12;F;31;1;8;8068;3379044;56348;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-12;F;47;0;1;8068;3379091;56349;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-12;F;15;1;1;8069;3379106;56350;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-12;F;36;0;9;8069;3379142;56359;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-12;F;51;0;5;8069;3379193;56364;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-12;M;27;2;6;8071;3379220;56370;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-12;M;36;1;8;8072;3379256;56378;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-12;M;11;0;4;8072;3379267;56382;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-12;M;28;0;3;8072;3379295;56385;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-12;M;34;0;8;8072;3379329;56393;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-13;F;38;4;6;8076;3379367;56399;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-13;F;26;1;3;8077;3379393;56402;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-13;F;16;0;1;8077;3379409;56403;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-13;F;29;2;2;8079;3379438;56405;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-13;F;32;0;8;8079;3379470;56413;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-13;M;24;3;7;8082;3379494;56420;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-13;M;30;2;7;8084;3379524;56427;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-13;M;11;1;2;8085;3379535;56429;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-13;M;20;0;7;8085;3379555;56436;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-13;M;22;1;2;8086;3379577;56438;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-14;F;14;0;3;8086;3379591;56441;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-14;F;20;0;1;8086;3379611;56442;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-14;F;9;0;2;8086;3379620;56444;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-14;F;16;0;3;8086;3379636;56447;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-14;F;9;0;2;8086;3379645;56449;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-14;M;22;1;6;8087;3379667;56455;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-14;M;16;0;3;8087;3379683;56458;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-14;M;4;0;2;8087;3379687;56460;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-14;M;20;0;1;8087;3379707;56461;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-14;M;11;2;4;8089;3379718;56465;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-15;F;15;0;5;8089;3379733;56470;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-15;F;22;0;4;8089;3379755;56474;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-15;F;8;0;0;8089;3379763;56474;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-15;F;19;0;2;8089;3379782;56476;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-15;F;22;1;3;8090;3379804;56479;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-15;M;23;2;11;8092;3379827;56490;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-15;M;11;0;1;8092;3379838;56491;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-15;M;5;2;3;8094;3379843;56494;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-15;M;18;1;1;8095;3379861;56495;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-15;M;17;0;2;8095;3379878;56497;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-16;F;44;1;3;8096;3379922;56500;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-16;F;23;0;1;8096;3379945;56501;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-16;F;22;0;5;8096;3379967;56506;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-16;F;27;0;3;8096;3379994;56509;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-16;F;40;1;4;8097;3380034;56513;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-16;M;44;1;6;8098;3380078;56519;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-16;M;25;0;3;8098;3380103;56522;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-16;M;7;0;4;8098;3380110;56526;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-16;M;22;1;6;8099;3380132;56532;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-16;M;32;0;7;8099;3380164;56539;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-17;F;25;0;5;8099;3380189;56544;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-17;F;25;0;4;8099;3380214;56548;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-17;F;10;0;0;8099;3380224;56548;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-17;F;33;0;0;8099;3380257;56548;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-17;F;35;1;7;8100;3380292;56555;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-17;M;21;3;7;8103;3380313;56562;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-17;M;18;0;1;8103;3380331;56563;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-17;M;7;0;0;8103;3380338;56563;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-17;M;17;0;3;8103;3380355;56566;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-17;M;21;0;4;8103;3380376;56570;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-18;F;33;1;4;8104;3380409;56574;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-18;F;22;0;4;8104;3380431;56578;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-18;F;12;0;0;8104;3380443;56578;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-18;F;24;0;3;8104;3380467;56581;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-18;F;30;1;2;8105;3380497;56583;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-18;M;18;0;2;8105;3380515;56585;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-18;M;12;0;1;8105;3380527;56586;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-18;M;9;1;2;8106;3380536;56588;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-18;M;18;0;2;8106;3380554;56590;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-18;M;21;1;5;8107;3380575;56595;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-19;F;25;2;6;8109;3380600;56601;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-19;F;24;0;1;8109;3380624;56602;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-19;F;3;0;0;8109;3380627;56602;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-19;F;26;0;1;8109;3380653;56603;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-19;F;27;2;2;8111;3380680;56605;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-19;M;24;0;6;8111;3380704;56611;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-19;M;17;2;4;8113;3380721;56615;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-19;M;5;0;2;8113;3380726;56617;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-19;M;17;0;2;8113;3380743;56619;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-19;M;24;2;8;8115;3380767;56627;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-20;F;27;1;1;8116;3380794;56628;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-20;F;19;0;2;8116;3380813;56630;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-20;F;8;0;2;8116;3380821;56632;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-20;F;10;0;1;8116;3380831;56633;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-20;F;30;1;2;8117;3380861;56635;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-20;M;16;1;2;8118;3380877;56637;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-20;M;11;1;1;8119;3380888;56638;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-20;M;7;2;5;8121;3380895;56643;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-20;M;11;2;3;8123;3380906;56646;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-20;M;16;0;2;8123;3380922;56648;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-21;F;19;1;3;8124;3380941;56651;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-21;F;12;0;3;8124;3380953;56654;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-21;F;5;0;0;8124;3380958;56654;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-21;F;10;0;0;8124;3380968;56654;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-21;F;8;1;3;8125;3380976;56657;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-21;M;10;1;2;8126;3380986;56659;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-21;M;12;0;3;8126;3380998;56662;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-21;M;8;2;2;8128;3381006;56664;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-21;M;9;1;3;8129;3381015;56667;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-21;M;7;0;3;8129;3381022;56670;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-22;F;18;0;6;8129;3381040;56676;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-22;F;16;0;1;8129;3381056;56677;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-22;F;4;0;1;8129;3381060;56678;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-22;F;12;0;1;8129;3381072;56679;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-22;F;25;0;4;8129;3381097;56683;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-22;M;23;3;5;8132;3381120;56688;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-22;M;14;0;0;8132;3381134;56688;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-22;M;2;0;1;8132;3381136;56689;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-22;M;6;1;3;8133;3381142;56692;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-22;M;15;0;3;8133;3381157;56695;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-23;F;20;1;2;8134;3381177;56697;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-23;F;19;1;3;8135;3381196;56700;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-23;F;10;1;2;8136;3381206;56702;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-23;F;11;0;1;8136;3381217;56703;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-23;F;25;0;2;8136;3381242;56705;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-23;M;20;0;6;8136;3381262;56711;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-23;M;14;0;2;8136;3381276;56713;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-23;M;5;1;1;8137;3381281;56714;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-23;M;17;0;0;8137;3381298;56714;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-23;M;33;0;1;8137;3381331;56715;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-24;F;17;0;2;8137;3381348;56717;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-24;F;19;1;3;8138;3381367;56720;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-24;F;6;1;1;8139;3381373;56721;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-24;F;15;0;2;8139;3381388;56723;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-24;F;37;0;1;8139;3381425;56724;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-24;M;19;0;4;8139;3381444;56728;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-24;M;19;0;1;8139;3381463;56729;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-24;M;8;0;1;8139;3381471;56730;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-24;M;9;0;2;8139;3381480;56732;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-24;M;10;0;1;8139;3381490;56733;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-25;F;29;0;3;8139;3381519;56736;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-25;F;18;0;2;8139;3381537;56738;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-25;F;7;0;0;8139;3381544;56738;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-25;F;23;0;0;8139;3381567;56738;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-25;F;41;0;3;8139;3381608;56741;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-25;M;23;0;4;8139;3381631;56745;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-25;M;15;1;3;8140;3381646;56748;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-25;M;5;0;0;8140;3381651;56748;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-25;M;21;0;1;8140;3381672;56749;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-25;M;19;0;0;8140;3381691;56749;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-26;F;26;0;3;8140;3381717;56752;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-26;F;19;0;4;8140;3381736;56756;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-26;F;3;0;0;8140;3381739;56756;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-26;F;21;0;1;8140;3381760;56757;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-26;F;23;0;0;8140;3381783;56757;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-26;M;16;0;2;8140;3381799;56759;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-26;M;23;0;0;8140;3381822;56759;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-26;M;4;0;1;8140;3381826;56760;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-26;M;10;0;2;8140;3381836;56762;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-26;M;16;1;5;8141;3381852;56767;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-27;F;13;0;3;8141;3381865;56770;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-27;F;23;0;1;8141;3381888;56771;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-27;F;9;0;0;8141;3381897;56771;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-27;F;16;1;2;8142;3381913;56773;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-27;F;26;1;0;8143;3381939;56773;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-27;M;8;1;2;8144;3381947;56775;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-27;M;19;0;2;8144;3381966;56777;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-27;M;5;0;1;8144;3381971;56778;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-27;M;13;1;3;8145;3381984;56781;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-27;M;13;1;2;8146;3381997;56783;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-28;F;13;0;3;8146;3382010;56786;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-28;F;11;0;1;8146;3382021;56787;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-28;F;6;0;0;8146;3382027;56787;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-28;F;17;0;3;8146;3382044;56790;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-28;F;16;0;3;8146;3382060;56793;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-28;M;7;0;1;8146;3382067;56794;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-28;M;17;0;2;8146;3382084;56796;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-28;M;2;1;1;8147;3382086;56797;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-28;M;10;0;2;8147;3382096;56799;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-28;M;11;0;1;8147;3382107;56800;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-29;F;16;0;3;8147;3382123;56803;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-29;F;20;0;2;8147;3382143;56805;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-29;F;1;0;0;8147;3382144;56805;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-29;F;15;1;2;8148;3382159;56807;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-29;F;20;2;0;8150;3382179;56807;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-29;M;14;0;4;8150;3382193;56811;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-29;M;11;0;0;8150;3382204;56811;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-29;M;3;0;0;8150;3382207;56811;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-29;M;16;0;0;8150;3382223;56811;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-29;M;15;2;3;8152;3382238;56814;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-30;F;28;0;2;8152;3382266;56816;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-30;F;32;0;4;8152;3382298;56820;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-30;F;4;0;2;8152;3382302;56822;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-30;F;18;1;2;8153;3382320;56824;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-30;F;31;1;3;8154;3382351;56827;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-30;M;20;0;6;8154;3382371;56833;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-30;M;21;0;1;8154;3382392;56834;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-30;M;6;0;3;8154;3382398;56837;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-30;M;19;0;3;8154;3382417;56840;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-30;M;16;0;2;8154;3382433;56842;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-31;F;24;0;3;8154;3382457;56845;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-31;F;29;0;5;8154;3382486;56850;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-31;F;6;0;1;8154;3382492;56851;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-31;F;14;0;2;8154;3382506;56853;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-31;F;14;0;1;8154;3382520;56854;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-01-31;M;11;0;1;8154;3382531;56855;2025-02-18T10:06:52.739
1082;Midtjylland;2023-01-31;M;16;0;1;8154;3382547;56856;2025-02-18T10:06:52.739
1081;Nordjylland;2023-01-31;M;9;1;5;8155;3382556;56861;2025-02-18T10:06:52.739
1085;Sjælland;2023-01-31;M;18;0;1;8155;3382574;56862;2025-02-18T10:06:52.739
1083;Syddanmark;2023-01-31;M;12;1;2;8156;3382586;56864;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-01;F;20;1;4;8157;3382606;56868;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-01;F;19;2;4;8159;3382625;56872;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-01;F;6;0;1;8159;3382631;56873;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-01;F;23;0;4;8159;3382654;56877;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-01;F;33;0;1;8159;3382687;56878;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-01;M;22;0;3;8159;3382709;56881;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-01;M;15;0;2;8159;3382724;56883;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-01;M;5;1;5;8160;3382729;56888;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-01;M;13;1;2;8161;3382742;56890;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-01;M;25;0;2;8161;3382767;56892;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-02;F;14;0;2;8161;3382781;56894;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-02;F;23;0;3;8161;3382804;56897;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-02;F;15;1;1;8162;3382819;56898;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-02;F;15;0;2;8162;3382834;56900;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-02;F;15;1;2;8163;3382849;56902;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-02;M;20;0;4;8163;3382869;56906;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-02;M;11;1;3;8164;3382880;56909;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-02;M;9;0;0;8164;3382889;56909;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-02;M;12;1;1;8165;3382901;56910;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-02;M;16;1;2;8166;3382917;56912;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-03;F;18;0;5;8166;3382935;56917;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-03;F;26;0;2;8166;3382961;56919;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-03;F;4;0;0;8166;3382965;56919;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-03;F;12;0;1;8166;3382977;56920;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-03;F;13;0;2;8166;3382990;56922;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-03;M;17;0;1;8166;3383007;56923;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-03;M;12;0;1;8166;3383019;56924;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-03;M;7;1;2;8167;3383026;56926;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-03;M;4;1;1;8168;3383030;56927;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-03;M;12;1;2;8169;3383042;56929;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-04;F;16;0;3;8169;3383058;56932;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-04;F;6;0;0;8169;3383064;56932;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-04;F;5;0;0;8169;3383069;56932;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-04;F;16;0;1;8169;3383085;56933;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-04;F;8;0;2;8169;3383093;56935;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-04;M;19;2;6;8171;3383112;56941;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-04;M;9;0;4;8171;3383121;56945;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-04;M;5;1;1;8172;3383126;56946;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-04;M;8;0;2;8172;3383134;56948;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-04;M;7;0;0;8172;3383141;56948;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-05;F;11;0;4;8172;3383152;56952;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-05;F;8;0;2;8172;3383160;56954;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-05;F;2;1;2;8173;3383162;56956;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-05;F;7;0;2;8173;3383169;56958;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-05;F;22;0;3;8173;3383191;56961;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-05;M;5;0;0;8173;3383196;56961;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-05;M;13;0;3;8173;3383209;56964;2025-02-18T10:06:52.739
1081;Nordjylland;2023-02-05;M;2;0;2;8173;3383211;56966;2025-02-18T10:06:52.739
1085;Sjælland;2023-02-05;M;8;0;2;8173;3383219;56968;2025-02-18T10:06:52.739
1083;Syddanmark;2023-02-05;M;14;1;6;8174;3383233;56974;2025-02-18T10:06:52.739
1084;Hovedstaden;2023-02-06;F;19;0;1;8174;3383252;56975;2025-02-18T10:06:52.739
1082;Midtjylland;2023-02-06;F;24;1;1;8175;3383276;56976;2025-02-18T10:06:52.739
